ano;qtde_ocorrencias;crime;regiao;estado
2016;0;Mortes a esclarecer;sul;santa catarina
2016;0;Mortes a esclarecer;nordeste;sergipe
2016;2342;Mortes a esclarecer;sudeste;sao paulo
2016;111;Mortes a esclarecer;norte;tocantins
2007;61;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2007;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2007;56;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2007;2;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2007;602;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2007;119;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2007;84;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2007;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2007;72;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2007;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2007;1069;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2007;28;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2007;93;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2007;51;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2007;80;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2007;432;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2007;1;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2007;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2007;270;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2007;76;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2007;65;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2007;1;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2007;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2007;0;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2007;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2007;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2007;169;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2008;41;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2008;201;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2008;78;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2008;0;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2008;595;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2008;57;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2008;76;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2008;78;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2008;56;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2008;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2008;967;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2008;20;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2008;194;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2008;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2008;151;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2008;90;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2008;3;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2008;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2008;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2008;15;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2008;65;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2008;19;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2008;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2008;0;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2008;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2008;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2008;194;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2009;0;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2009;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2009;66;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2009;0;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2009;650;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2009;39;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2009;77;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2009;23;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2009;43;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2009;9;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2009;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2009;26;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2009;200;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2009;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2009;202;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2009;124;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2009;28;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2009;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2009;38;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2009;14;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2009;93;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2009;120;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2009;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2009;372;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2009;4;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2009;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2009;226;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2010;34;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2010;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2010;121;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2010;0;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2010;677;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2010;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2010;155;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2010;163;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2010;57;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2010;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2010;1896;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2010;32;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2010;191;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2010;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2010;196;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2010;16;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2010;10;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2010;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2010;35;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2010;24;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2010;130;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2010;94;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2010;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2010;315;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2010;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2010;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2010;200;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2011;59;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2011;32;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2011;48;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2011;0;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2011;655;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2011;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2011;82;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2011;97;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2011;154;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2011;57;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2011;2013;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2011;28;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2011;158;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2011;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2011;159;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2011;5;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2011;37;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2011;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2011;76;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2011;17;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2011;110;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2011;29;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2011;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2011;335;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2011;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2011;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2011;241;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2012;0;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2012;447;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2012;10;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2012;4;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2012;493;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2012;334;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2012;33;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2012;450;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2012;280;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2012;322;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2012;2353;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2012;155;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2012;167;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2012;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2012;109;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2012;2073;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2012;228;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2012;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2012;109;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2012;32;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2012;130;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2012;90;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2012;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2012;404;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2012;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2012;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2012;215;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2013;0;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2013;797;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2013;0;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2013;2;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2013;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2013;396;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2013;0;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2013;484;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2013;345;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2013;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2013;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2013;0;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2013;103;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2013;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2013;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2013;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2013;345;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2013;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2013;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2013;32;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2013;80;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2013;89;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2013;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2013;0;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2013;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2013;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2013;220;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2014;0;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2014;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2014;6;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2014;8;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2014;803;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2014;407;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2014;0;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2014;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2014;0;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2014;407;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2014;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2014;187;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2014;130;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2014;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2014;178;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2014;1;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2014;433;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2014;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2014;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2014;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2014;103;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2014;131;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2014;20;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2014;362;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2014;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2014;1212;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2014;236;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2015;44;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2015;498;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2015;0;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2015;5;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2015;801;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2015;451;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2015;29;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2015;67;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2015;6405;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2015;315;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2015;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2015;129;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2015;99;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2015;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2015;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2015;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2015;578;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2015;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2015;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2015;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2015;150;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2015;83;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2015;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2015;350;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2015;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2015;1107;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2015;209;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2016;41;Mortes acidentais no transito (exceto homicidio culposo);norte;acre
2016;469;Mortes acidentais no transito (exceto homicidio culposo);nordeste;alagoas
2016;46;Mortes acidentais no transito (exceto homicidio culposo);norte;amazonas
2016;7;Mortes acidentais no transito (exceto homicidio culposo);norte;amapa
2016;575;Mortes acidentais no transito (exceto homicidio culposo);nordeste;bahia
2016;382;Mortes acidentais no transito (exceto homicidio culposo);nordeste;ceara
2016;34;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;distrito federal
2016;60;Mortes acidentais no transito (exceto homicidio culposo);sudeste;espirito santo
2016;2200;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;goias
2016;302;Mortes acidentais no transito (exceto homicidio culposo);nordeste;maranhao
2016;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;minas gerais
2016;135;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso do sul
2016;210;Mortes acidentais no transito (exceto homicidio culposo);centro-oeste;mato grosso
2016;0;Mortes acidentais no transito (exceto homicidio culposo);norte;para
2016;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;paraiba
2016;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;pernambuco
2016;643;Mortes acidentais no transito (exceto homicidio culposo);nordeste;piaui
2016;0;Mortes acidentais no transito (exceto homicidio culposo);sul;parana
2016;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;rio de janeiro
2016;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;rio grande do norte
2016;110;Mortes acidentais no transito (exceto homicidio culposo);norte;rondonia
2016;46;Mortes acidentais no transito (exceto homicidio culposo);norte;roraima
2016;0;Mortes acidentais no transito (exceto homicidio culposo);sul;rio grande do sul
2016;334;Mortes acidentais no transito (exceto homicidio culposo);sul;santa catarina
2016;0;Mortes acidentais no transito (exceto homicidio culposo);nordeste;sergipe
2016;0;Mortes acidentais no transito (exceto homicidio culposo);sudeste;sao paulo
2016;188;Mortes acidentais no transito (exceto homicidio culposo);norte;tocantins
2013;215;Mortes Violentas Intencionais;norte;acre
2013;2273;Mortes Violentas Intencionais;nordeste;alagoas
2013;985;Mortes Violentas Intencionais;norte;amazonas
2013;245;Mortes Violentas Intencionais;norte;amapa
2013;6026;Mortes Violentas Intencionais;nordeste;bahia
2013;4432;Mortes Violentas Intencionais;nordeste;ceara
2013;743;Mortes Violentas Intencionais;centro-oeste;distrito federal
2013;1641;Mortes Violentas Intencionais;sudeste;espirito santo
2013;2774;Mortes Violentas Intencionais;centro-oeste;goias
2013;1782;Mortes Violentas Intencionais;nordeste;maranhao
2013;4240;Mortes Violentas Intencionais;sudeste;minas gerais
2013;578;Mortes Violentas Intencionais;centro-oeste;mato grosso do sul
2013;1130;Mortes Violentas Intencionais;centro-oeste;mato grosso
2013;3536;Mortes Violentas Intencionais;norte;para
2013;1537;Mortes Violentas Intencionais;nordeste;paraiba
2013;3097;Mortes Violentas Intencionais;nordeste;pernambuco
2013;551;Mortes Violentas Intencionais;nordeste;piaui
2013;2874;Mortes Violentas Intencionais;sul;parana
2013;5348;Mortes Violentas Intencionais;sudeste;rio de janeiro
2013;1624;Mortes Violentas Intencionais;nordeste;rio grande do norte
2013;495;Mortes Violentas Intencionais;norte;rondonia
2013;107;Mortes Violentas Intencionais;norte;roraima
2013;2043;Mortes Violentas Intencionais;sul;rio grande do sul
2013;828;Mortes Violentas Intencionais;sul;santa catarina
2013;952;Mortes Violentas Intencionais;nordeste;sergipe
2013;5472;Mortes Violentas Intencionais;sudeste;sao paulo
2013;319;Mortes Violentas Intencionais;norte;tocantins
2014;204;Mortes Violentas Intencionais;norte;acre
2014;2201;Mortes Violentas Intencionais;nordeste;alagoas
2014;1201;Mortes Violentas Intencionais;norte;amazonas
2014;274;Mortes Violentas Intencionais;norte;amapa
2014;6366;Mortes Violentas Intencionais;nordeste;bahia
2014;4492;Mortes Violentas Intencionais;nordeste;ceara
2014;767;Mortes Violentas Intencionais;centro-oeste;distrito federal
2014;1626;Mortes Violentas Intencionais;sudeste;espirito santo
2014;2851;Mortes Violentas Intencionais;centro-oeste;goias
2014;2158;Mortes Violentas Intencionais;nordeste;maranhao
2014;4421;Mortes Violentas Intencionais;sudeste;minas gerais
2014;646;Mortes Violentas Intencionais;centro-oeste;mato grosso do sul
2014;1402;Mortes Violentas Intencionais;centro-oeste;mato grosso
2014;3611;Mortes Violentas Intencionais;norte;para
2014;1513;Mortes Violentas Intencionais;nordeste;paraiba
2014;3434;Mortes Violentas Intencionais;nordeste;pernambuco
2014;734;Mortes Violentas Intencionais;nordeste;piaui
2014;2870;Mortes Violentas Intencionais;sul;parana
2014;5719;Mortes Violentas Intencionais;sudeste;rio de janeiro
2014;1762;Mortes Violentas Intencionais;nordeste;rio grande do norte
2014;540;Mortes Violentas Intencionais;norte;rondonia
2014;78;Mortes Violentas Intencionais;norte;roraima
2014;2691;Mortes Violentas Intencionais;sul;rio grande do sul
2014;921;Mortes Violentas Intencionais;sul;santa catarina
2014;1077;Mortes Violentas Intencionais;nordeste;sergipe
2014;5818;Mortes Violentas Intencionais;sudeste;sao paulo
2014;353;Mortes Violentas Intencionais;norte;tocantins
2015;234;Mortes Violentas Intencionais;norte;acre
2015;1808;Mortes Violentas Intencionais;nordeste;alagoas
2015;1447;Mortes Violentas Intencionais;norte;amazonas
2015;250;Mortes Violentas Intencionais;norte;amapa
2015;6273;Mortes Violentas Intencionais;nordeste;bahia
2015;4130;Mortes Violentas Intencionais;nordeste;ceara
2015;694;Mortes Violentas Intencionais;centro-oeste;distrito federal
2015;1462;Mortes Violentas Intencionais;sudeste;espirito santo
2015;3054;Mortes Violentas Intencionais;centro-oeste;goias
2015;2280;Mortes Violentas Intencionais;nordeste;maranhao
2015;4360;Mortes Violentas Intencionais;sudeste;minas gerais
2015;600;Mortes Violentas Intencionais;centro-oeste;mato grosso do sul
2015;1226;Mortes Violentas Intencionais;centro-oeste;mato grosso
2015;3772;Mortes Violentas Intencionais;norte;para
2015;1502;Mortes Violentas Intencionais;nordeste;paraiba
2015;3889;Mortes Violentas Intencionais;nordeste;pernambuco
2015;673;Mortes Violentas Intencionais;nordeste;piaui
2015;2840;Mortes Violentas Intencionais;sul;parana
2015;5010;Mortes Violentas Intencionais;sudeste;rio de janeiro
2015;1659;Mortes Violentas Intencionais;nordeste;rio grande do norte
2015;542;Mortes Violentas Intencionais;norte;rondonia
2015;102;Mortes Violentas Intencionais;norte;roraima
2015;2799;Mortes Violentas Intencionais;sul;rio grande do sul
2015;976;Mortes Violentas Intencionais;sul;santa catarina
2015;1286;Mortes Violentas Intencionais;nordeste;sergipe
2015;5196;Mortes Violentas Intencionais;sudeste;sao paulo
2015;395;Mortes Violentas Intencionais;norte;tocantins
2016;368;Mortes Violentas Intencionais;norte;acre
2016;1877;Mortes Violentas Intencionais;nordeste;alagoas
2016;1177;Mortes Violentas Intencionais;norte;amazonas
2016;388;Mortes Violentas Intencionais;norte;amapa
2016;7110;Mortes Violentas Intencionais;nordeste;bahia
2016;3566;Mortes Violentas Intencionais;nordeste;ceara
2016;659;Mortes Violentas Intencionais;centro-oeste;distrito federal
2016;1296;Mortes Violentas Intencionais;sudeste;espirito santo
2016;2934;Mortes Violentas Intencionais;centro-oeste;goias
2016;2342;Mortes Violentas Intencionais;nordeste;maranhao
2016;4367;Mortes Violentas Intencionais;sudeste;minas gerais
2016;608;Mortes Violentas Intencionais;centro-oeste;mato grosso do sul
2016;1172;Mortes Violentas Intencionais;centro-oeste;mato grosso
2016;4209;Mortes Violentas Intencionais;norte;para
2016;1322;Mortes Violentas Intencionais;nordeste;paraiba
2016;4479;Mortes Violentas Intencionais;nordeste;pernambuco
2016;704;Mortes Violentas Intencionais;nordeste;piaui
2016;2914;Mortes Violentas Intencionais;sul;parana
2016;6262;Mortes Violentas Intencionais;sudeste;rio de janeiro
2016;1976;Mortes Violentas Intencionais;nordeste;rio grande do norte
2016;586;Mortes Violentas Intencionais;norte;rondonia
2016;102;Mortes Violentas Intencionais;norte;roraima
2016;3038;Mortes Violentas Intencionais;sul;rio grande do sul
2016;1038;Mortes Violentas Intencionais;sul;santa catarina
2016;1449;Mortes Violentas Intencionais;nordeste;sergipe
2016;4925;Mortes Violentas Intencionais;sudeste;sao paulo
2016;415;Mortes Violentas Intencionais;norte;tocantins
2007;19;Outras mortes acidentais (exceto homicidio culposo);norte;acre
2007;165;Outras mortes acidentais (exceto homicidio culposo);nordeste;alagoas
2007;23;Outras mortes acidentais (exceto homicidio culposo);norte;amazonas
2007;1;Outras mortes acidentais (exceto homicidio culposo);norte;amapa
2007;497;Outras mortes acidentais (exceto homicidio culposo);nordeste;bahia
2007;9;Outras mortes acidentais (exceto homicidio culposo);nordeste;ceara
2007;159;Outras mortes acidentais (exceto homicidio culposo);centro-oeste;distrito federal
2007;36;Outras mortes acidentais (exceto homicidio culposo);sudeste;espirito santo
2007;95;Outras mortes acidentais (exceto homicidio culposo);centro-oeste;goias
2007;17;Outras mortes acidentais (exceto homicidio culposo);nordeste;maranhao
2007;217;Outras mortes acidentais (exceto homicidio culposo);sudeste;minas gerais
2007;13;Outras mortes acidentais (exceto homicidio culposo);centro-oeste;mato grosso do sul
2007;111;Outras mortes acidentais (exceto homicidio culposo);centro-oeste;mato grosso
