cidade, populacao ,estado,regiao
ituverava,41414,SAO PAULO,SUDESTE
jaborandi,6917,SAO PAULO,SUDESTE
jaboticabal,76563,SAO PAULO,SUDESTE
jacarei,229851,SAO PAULO,SUDESTE
jaci,6728,SAO PAULO,SUDESTE
jacupiranga,17900,SAO PAULO,SUDESTE
jaguariuna,54204,SAO PAULO,SUDESTE
jales,49110,SAO PAULO,SUDESTE
jambeiro,6305,SAO PAULO,SUDESTE
jandira,121492,SAO PAULO,SUDESTE
jardinopolis,42904,SAO PAULO,SUDESTE
jarinu,28540,SAO PAULO,SUDESTE
jau,146338,SAO PAULO,SUDESTE
jeriquara,3202,SAO PAULO,SUDESTE
joanopolis,12947,SAO PAULO,SUDESTE
joao ramalho,4468,SAO PAULO,SUDESTE
jose bonifacio,36198,SAO PAULO,SUDESTE
julio mesquita,4733,SAO PAULO,SUDESTE
jumirim,3237,SAO PAULO,SUDESTE
jundiai,409497,SAO PAULO,SUDESTE
junqueiropolis,20353,SAO PAULO,SUDESTE
juquia,19192,SAO PAULO,SUDESTE
juquitiba,31027,SAO PAULO,SUDESTE
lagoinha,4943,SAO PAULO,SUDESTE
laranjal paulista,27890,SAO PAULO,SUDESTE
lavinia,11156,SAO PAULO,SUDESTE
lavrinhas,7150,SAO PAULO,SUDESTE
leme,101184,SAO PAULO,SUDESTE
lencois paulista,67185,SAO PAULO,SUDESTE
limeira,300911,SAO PAULO,SUDESTE
lindoia,7695,SAO PAULO,SUDESTE
lins,77021,SAO PAULO,SUDESTE
lorena,87980,SAO PAULO,SUDESTE
lourdes,2270,SAO PAULO,SUDESTE
louveira,45922,SAO PAULO,SUDESTE
lucelia,21461,SAO PAULO,SUDESTE
lucianopolis,2381,SAO PAULO,SUDESTE
luis antonio,14021,SAO PAULO,SUDESTE
luiziania,5633,SAO PAULO,SUDESTE
lupercio,4573,SAO PAULO,SUDESTE
lutecia,2705,SAO PAULO,SUDESTE
macatuba,17111,SAO PAULO,SUDESTE
macaubal,8086,SAO PAULO,SUDESTE
macedonia,3736,SAO PAULO,SUDESTE
magda,3185,SAO PAULO,SUDESTE
mairinque,46567,SAO PAULO,SUDESTE
mairipora,95601,SAO PAULO,SUDESTE
manduri,9714,SAO PAULO,SUDESTE
maraba paulista,5611,SAO PAULO,SUDESTE
maracai,13981,SAO PAULO,SUDESTE
marapoama,2949,SAO PAULO,SUDESTE
mariapolis,4087,SAO PAULO,SUDESTE
marilia,235234,SAO PAULO,SUDESTE
marinopolis,2140,SAO PAULO,SUDESTE
martinopolis,26123,SAO PAULO,SUDESTE
matao,82307,SAO PAULO,SUDESTE
maua,462005,SAO PAULO,SUDESTE
mendonca,5302,SAO PAULO,SUDESTE
meridiano,3892,SAO PAULO,SUDESTE
mesopolis,1926,SAO PAULO,SUDESTE
miguelopolis,21973,SAO PAULO,SUDESTE
mineiros do tiete,12812,SAO PAULO,SUDESTE
miracatu,20288,SAO PAULO,SUDESTE
mira estrela,3045,SAO PAULO,SUDESTE
mirandopolis,29315,SAO PAULO,SUDESTE
mirante do paranapanema,18130,SAO PAULO,SUDESTE
mirassol,58760,SAO PAULO,SUDESTE
mirassolandia,4758,SAO PAULO,SUDESTE
mococa,68994,SAO PAULO,SUDESTE
mogi das cruzes,433901,SAO PAULO,SUDESTE
mogi guacu,149396,SAO PAULO,SUDESTE
mogi mirim,92365,SAO PAULO,SUDESTE
mombuca,3470,SAO PAULO,SUDESTE
moncoes,2249,SAO PAULO,SUDESTE
mongagua,54257,SAO PAULO,SUDESTE
monte alegre do sul,7871,SAO PAULO,SUDESTE
monte alto,49979,SAO PAULO,SUDESTE
monte aprazivel,24393,SAO PAULO,SUDESTE
monte azul paulista,19234,SAO PAULO,SUDESTE
monte castelo,4190,SAO PAULO,SUDESTE
monteiro lobato,4549,SAO PAULO,SUDESTE
monte mor,57240,SAO PAULO,SUDESTE
morro agudo,32220,SAO PAULO,SUDESTE
morungaba,13232,SAO PAULO,SUDESTE
motuca,4676,SAO PAULO,SUDESTE
murutinga do sul,4453,SAO PAULO,SUDESTE
nantes,3049,SAO PAULO,SUDESTE
narandiba,4746,SAO PAULO,SUDESTE
natividade da serra,6754,SAO PAULO,SUDESTE
nazare paulista,18121,SAO PAULO,SUDESTE
neves paulista,8999,SAO PAULO,SUDESTE
nhandeara,11398,SAO PAULO,SUDESTE
nipoa,4994,SAO PAULO,SUDESTE
nova alianca,6733,SAO PAULO,SUDESTE
nova campina,9504,SAO PAULO,SUDESTE
nova canaa paulista,1978,SAO PAULO,SUDESTE
nova castilho,1239,SAO PAULO,SUDESTE
nova europa,10755,SAO PAULO,SUDESTE
nova granada,21071,SAO PAULO,SUDESTE
nova guataporanga,2304,SAO PAULO,SUDESTE
nova independencia,3745,SAO PAULO,SUDESTE
novais,5527,SAO PAULO,SUDESTE
nova luzitania,3953,SAO PAULO,SUDESTE
nova odessa,58227,SAO PAULO,SUDESTE
novo horizonte,40225,SAO PAULO,SUDESTE
nuporanga,7341,SAO PAULO,SUDESTE
ocaucu,4308,SAO PAULO,SUDESTE
oleo,2583,SAO PAULO,SUDESTE
olimpia,54037,SAO PAULO,SUDESTE
onda verde,4286,SAO PAULO,SUDESTE
oriente,6473,SAO PAULO,SUDESTE
orindiuva,6731,SAO PAULO,SUDESTE
orlandia,43306,SAO PAULO,SUDESTE
osasco,697886,SAO PAULO,SUDESTE
oscar bressane,2616,SAO PAULO,SUDESTE
osvaldo cruz,32709,SAO PAULO,SUDESTE
ourinhos,111813,SAO PAULO,SUDESTE
ouroeste,9897,SAO PAULO,SUDESTE
ouro verde,8440,SAO PAULO,SUDESTE
pacaembu,14086,SAO PAULO,SUDESTE
palestina,12542,SAO PAULO,SUDESTE
palmares paulista,12730,SAO PAULO,SUDESTE
palmeira doeste,9496,SAO PAULO,SUDESTE
palmital,22196,SAO PAULO,SUDESTE
panorama,15619,SAO PAULO,SUDESTE
paraguacu paulista,45255,SAO PAULO,SUDESTE
paraibuna,18206,SAO PAULO,SUDESTE
paraiso,6369,SAO PAULO,SUDESTE
paranapanema,19730,SAO PAULO,SUDESTE
paranapua,4051,SAO PAULO,SUDESTE
parapua,11073,SAO PAULO,SUDESTE
pardinho,6259,SAO PAULO,SUDESTE
pariquera-acu,19537,SAO PAULO,SUDESTE
parisi,2150,SAO PAULO,SUDESTE
patrocinio paulista,14351,SAO PAULO,SUDESTE
pauliceia,7147,SAO PAULO,SUDESTE
paulinia,102499,SAO PAULO,SUDESTE
paulistania,1841,SAO PAULO,SUDESTE
paulo de faria,8953,SAO PAULO,SUDESTE
pederneiras,45708,SAO PAULO,SUDESTE
pedra bela,6078,SAO PAULO,SUDESTE
pedranopolis,2547,SAO PAULO,SUDESTE
pedregulho,16645,SAO PAULO,SUDESTE
pedreira,46598,SAO PAULO,SUDESTE
pedrinhas paulista,3087,SAO PAULO,SUDESTE
pedro de toledo,11136,SAO PAULO,SUDESTE
penapolis,62738,SAO PAULO,SUDESTE
pereira barreto,25790,SAO PAULO,SUDESTE
pereiras,8410,SAO PAULO,SUDESTE
peruibe,66572,SAO PAULO,SUDESTE
piacatu,5846,SAO PAULO,SUDESTE
piedade,55092,SAO PAULO,SUDESTE
pilar do sul,28718,SAO PAULO,SUDESTE
pindamonhangaba,164000,SAO PAULO,SUDESTE
pindorama,16656,SAO PAULO,SUDESTE
pinhalzinho,14763,SAO PAULO,SUDESTE
piquerobi,3693,SAO PAULO,SUDESTE
piquete,13976,SAO PAULO,SUDESTE
piracaia,26991,SAO PAULO,SUDESTE
piracicaba,397322,SAO PAULO,SUDESTE
piraju,29790,SAO PAULO,SUDESTE
pirajui,24973,SAO PAULO,SUDESTE
pirangi,11323,SAO PAULO,SUDESTE
pirapora do bom jesus,18174,SAO PAULO,SUDESTE
pirapozinho,27021,SAO PAULO,SUDESTE
pirassununga,75474,SAO PAULO,SUDESTE
piratininga,13335,SAO PAULO,SUDESTE
pitangueiras,38889,SAO PAULO,SUDESTE
planalto,5067,SAO PAULO,SUDESTE
platina,3488,SAO PAULO,SUDESTE
poa,115488,SAO PAULO,SUDESTE
poloni,5935,SAO PAULO,SUDESTE
pompeia,21674,SAO PAULO,SUDESTE
pongai,3480,SAO PAULO,SUDESTE
pontal,47638,SAO PAULO,SUDESTE
pontalinda,4519,SAO PAULO,SUDESTE
pontes gestal,2594,SAO PAULO,SUDESTE
populina,4240,SAO PAULO,SUDESTE
porangaba,9565,SAO PAULO,SUDESTE
porto feliz,52507,SAO PAULO,SUDESTE
porto ferreira,55432,SAO PAULO,SUDESTE
potim,23360,SAO PAULO,SUDESTE
potirendaba,17002,SAO PAULO,SUDESTE
pracinha,3768,SAO PAULO,SUDESTE
pradopolis,20516,SAO PAULO,SUDESTE
praia grande,310024,SAO PAULO,SUDESTE
pratania,5126,SAO PAULO,SUDESTE
presidente alves,4155,SAO PAULO,SUDESTE
presidente bernardes,13420,SAO PAULO,SUDESTE
presidente epitacio,43897,SAO PAULO,SUDESTE
presidente prudente,225271,SAO PAULO,SUDESTE
presidente venceslau,39544,SAO PAULO,SUDESTE
promissao,39506,SAO PAULO,SUDESTE
quadra,3680,SAO PAULO,SUDESTE
quata,13893,SAO PAULO,SUDESTE
queiroz,3267,SAO PAULO,SUDESTE
queluz,12949,SAO PAULO,SUDESTE
quintana,6530,SAO PAULO,SUDESTE
rafard,9054,SAO PAULO,SUDESTE
rancharia,29821,SAO PAULO,SUDESTE
redencao da serra,3908,SAO PAULO,SUDESTE
regente feijo,19985,SAO PAULO,SUDESTE
reginopolis,9042,SAO PAULO,SUDESTE
registro,56430,SAO PAULO,SUDESTE
restinga,7384,SAO PAULO,SUDESTE
ribeira,3390,SAO PAULO,SUDESTE
ribeirao bonito,13060,SAO PAULO,SUDESTE
ribeirao branco,17220,SAO PAULO,SUDESTE
ribeirao corrente,4644,SAO PAULO,SUDESTE
ribeirao do sul,4571,SAO PAULO,SUDESTE
ribeirao dos indios,2243,SAO PAULO,SUDESTE
ribeirao grande,7697,SAO PAULO,SUDESTE
ribeirao pires,121848,SAO PAULO,SUDESTE
ribeirao preto,682302,SAO PAULO,SUDESTE
riversul,5792,SAO PAULO,SUDESTE
rifaina,3618,SAO PAULO,SUDESTE
rincao,10823,SAO PAULO,SUDESTE
rinopolis,10098,SAO PAULO,SUDESTE
rio claro,202952,SAO PAULO,SUDESTE
rio das pedras,33935,SAO PAULO,SUDESTE
rio grande da serra,49408,SAO PAULO,SUDESTE
riolandia,12086,SAO PAULO,SUDESTE
rosana,17795,SAO PAULO,SUDESTE
roseira,10512,SAO PAULO,SUDESTE
rubiacea,3046,SAO PAULO,SUDESTE
rubineia,3102,SAO PAULO,SUDESTE
sabino,5549,SAO PAULO,SUDESTE
sagres,2453,SAO PAULO,SUDESTE
sales,6144,SAO PAULO,SUDESTE
sales oliveira,11641,SAO PAULO,SUDESTE
salesopolis,16903,SAO PAULO,SUDESTE
salmourao,5222,SAO PAULO,SUDESTE
saltinho,8019,SAO PAULO,SUDESTE
salto,116191,SAO PAULO,SUDESTE
salto de pirapora,44397,SAO PAULO,SUDESTE
salto grande,9287,SAO PAULO,SUDESTE
sandovalina,4174,SAO PAULO,SUDESTE
santa adelia,15331,SAO PAULO,SUDESTE
santa albertina,5999,SAO PAULO,SUDESTE
santa barbara doeste,191889,SAO PAULO,SUDESTE
santa branca,14667,SAO PAULO,SUDESTE
santa clara doeste,2134,SAO PAULO,SUDESTE
santa cruz da conceicao,4409,SAO PAULO,SUDESTE
santa cruz da esperanca,2110,SAO PAULO,SUDESTE
santa cruz das palmeiras,33455,SAO PAULO,SUDESTE
santa cruz do rio pardo,47148,SAO PAULO,SUDESTE
santa ernestina,5662,SAO PAULO,SUDESTE
santa fe do sul,31802,SAO PAULO,SUDESTE
santa gertrudes,25637,SAO PAULO,SUDESTE
santa isabel,56014,SAO PAULO,SUDESTE
santa lucia,8758,SAO PAULO,SUDESTE
santa maria da serra,6021,SAO PAULO,SUDESTE
santa mercedes,2945,SAO PAULO,SUDESTE
santana da ponte pensa,1555,SAO PAULO,SUDESTE
santana de parnaiba,131887,SAO PAULO,SUDESTE
santa rita doeste,2544,SAO PAULO,SUDESTE
santa rita do passa quatro,27590,SAO PAULO,SUDESTE
santa rosa de viterbo,26067,SAO PAULO,SUDESTE
santa salete,1536,SAO PAULO,SUDESTE
santo anastacio,21030,SAO PAULO,SUDESTE
santo andre,715231,SAO PAULO,SUDESTE
santo antonio da alegria,6829,SAO PAULO,SUDESTE
santo antonio de posse,22801,SAO PAULO,SUDESTE
santo antonio do aracangua,8285,SAO PAULO,SUDESTE
santo antonio do jardim,6029,SAO PAULO,SUDESTE
santo antonio do pinhal,6800,SAO PAULO,SUDESTE
santo expedito,3057,SAO PAULO,SUDESTE
santopolis do aguapei,4687,SAO PAULO,SUDESTE
santos,434742,SAO PAULO,SUDESTE
sao bento do sapucai,10895,SAO PAULO,SUDESTE
sao bernardo do campo,827437,SAO PAULO,SUDESTE
sao caetano do sul,159608,SAO PAULO,SUDESTE
sao carlos,246088,SAO PAULO,SUDESTE
sao francisco,2850,SAO PAULO,SUDESTE
sao joao da boa vista,90089,SAO PAULO,SUDESTE
sao joao das duas pontes,2601,SAO PAULO,SUDESTE
sao joao de iracema,1904,SAO PAULO,SUDESTE
sao joao do pau dalho,2132,SAO PAULO,SUDESTE
sao joaquim da barra,50921,SAO PAULO,SUDESTE
sao jose da bela vista,8885,SAO PAULO,SUDESTE
sao jose do barreiro,4181,SAO PAULO,SUDESTE
sao jose do rio pardo,54734,SAO PAULO,SUDESTE
sao jose do rio preto,450657,SAO PAULO,SUDESTE
sao jose dos campos,703219,SAO PAULO,SUDESTE
sao lourenco da serra,15465,SAO PAULO,SUDESTE
sao luis do paraitinga,10740,SAO PAULO,SUDESTE
sao manuel,40692,SAO PAULO,SUDESTE
sao miguel arcanjo,32910,SAO PAULO,SUDESTE
sao paulo,12106920,SAO PAULO,SUDESTE
sao pedro,34898,SAO PAULO,SUDESTE
sao pedro do turvo,7624,SAO PAULO,SUDESTE
sao roque,88473,SAO PAULO,SUDESTE
sao sebastiao,85538,SAO PAULO,SUDESTE
sao sebastiao da grama,12317,SAO PAULO,SUDESTE
sao simao,15225,SAO PAULO,SUDESTE
sao vicente,360380,SAO PAULO,SUDESTE
sarapui,10034,SAO PAULO,SUDESTE
sarutaia,3681,SAO PAULO,SUDESTE
sebastianopolis do sul,3411,SAO PAULO,SUDESTE
serra azul,13810,SAO PAULO,SUDESTE
serrana,43790,SAO PAULO,SUDESTE
serra negra,28742,SAO PAULO,SUDESTE
sertaozinho,122643,SAO PAULO,SUDESTE
sete barras,13053,SAO PAULO,SUDESTE
severinia,17115,SAO PAULO,SUDESTE
silveiras,6228,SAO PAULO,SUDESTE
socorro,40220,SAO PAULO,SUDESTE
sorocaba,659871,SAO PAULO,SUDESTE
sud mennucci,7733,SAO PAULO,SUDESTE
sumare,273007,SAO PAULO,SUDESTE
suzano,290769,SAO PAULO,SUDESTE
suzanapolis,3836,SAO PAULO,SUDESTE
tabapua,12251,SAO PAULO,SUDESTE
tabatinga,16159,SAO PAULO,SUDESTE
taboao da serra,279634,SAO PAULO,SUDESTE
taciba,6193,SAO PAULO,SUDESTE
taguai,13111,SAO PAULO,SUDESTE
taiacu,6255,SAO PAULO,SUDESTE
taiuva,5603,SAO PAULO,SUDESTE
tambau,23267,SAO PAULO,SUDESTE
tanabi,25723,SAO PAULO,SUDESTE
tapirai,7973,SAO PAULO,SUDESTE
tapiratiba,13062,SAO PAULO,SUDESTE
taquaral,2823,SAO PAULO,SUDESTE
taquaritinga,56951,SAO PAULO,SUDESTE
taquarituba,23240,SAO PAULO,SUDESTE
taquarivai,5715,SAO PAULO,SUDESTE
tarabai,7302,SAO PAULO,SUDESTE
taruma,14547,SAO PAULO,SUDESTE
tatui,118939,SAO PAULO,SUDESTE
taubate,307953,SAO PAULO,SUDESTE
tejupa,4677,SAO PAULO,SUDESTE
teodoro sampaio,22914,SAO PAULO,SUDESTE
terra roxa,9227,SAO PAULO,SUDESTE
tiete,41022,SAO PAULO,SUDESTE
timburi,2690,SAO PAULO,SUDESTE
torre de pedra,2395,SAO PAULO,SUDESTE
torrinha,9934,SAO PAULO,SUDESTE
trabiju,1691,SAO PAULO,SUDESTE
tremembe,45904,SAO PAULO,SUDESTE
tres fronteiras,5767,SAO PAULO,SUDESTE
tuiuti,6689,SAO PAULO,SUDESTE
tupa,65758,SAO PAULO,SUDESTE
tupi paulista,15321,SAO PAULO,SUDESTE
turiuba,2016,SAO PAULO,SUDESTE
turmalina,1827,SAO PAULO,SUDESTE
ubarana,6080,SAO PAULO,SUDESTE
ubatuba,88313,SAO PAULO,SUDESTE
ubirajara,4734,SAO PAULO,SUDESTE
uchoa,10047,SAO PAULO,SUDESTE
uniao paulista,1793,SAO PAULO,SUDESTE
urania,9148,SAO PAULO,SUDESTE
uru,1207,SAO PAULO,SUDESTE
urupes,13655,SAO PAULO,SUDESTE
valentim gentil,12800,SAO PAULO,SUDESTE
valinhos,124024,SAO PAULO,SUDESTE
valparaiso,25632,SAO PAULO,SUDESTE
vargem,10143,SAO PAULO,SUDESTE
vargem grande do sul,42310,SAO PAULO,SUDESTE
vargem grande paulista,50346,SAO PAULO,SUDESTE
varzea paulista,118917,SAO PAULO,SUDESTE
vera cruz,10963,SAO PAULO,SUDESTE
vinhedo,75129,SAO PAULO,SUDESTE
viradouro,18654,SAO PAULO,SUDESTE
vista alegre do alto,8335,SAO PAULO,SUDESTE
vitoria brasil,1833,SAO PAULO,SUDESTE
votorantim,119898,SAO PAULO,SUDESTE
votuporanga,92768,SAO PAULO,SUDESTE
zacarias,2636,SAO PAULO,SUDESTE
chavantes,12487,SAO PAULO,SUDESTE
estiva gerbi,11067,SAO PAULO,SUDESTE
abatia,7768,PARANA,SUL
adrianopolis,6254,PARANA,SUL
agudos do sul,9161,PARANA,SUL
almirante tamandare,115364,PARANA,SUL
altamira do parana,2948,PARANA,SUL
altonia,21988,PARANA,SUL
alto parana,14693,PARANA,SUL
alto piquiri,10222,PARANA,SUL
alvorada do sul,11237,PARANA,SUL
amapora,6084,PARANA,SUL
ampere,18886,PARANA,SUL
anahy,2901,PARANA,SUL
andira,20769,PARANA,SUL
angulo,2974,PARANA,SUL
antonina,19420,PARANA,SUL
antonio olinto,7587,PARANA,SUL
apucarana,132691,PARANA,SUL
arapongas,118477,PARANA,SUL
arapoti,27906,PARANA,SUL
arapua,3343,PARANA,SUL
araruna,14098,PARANA,SUL
araucaria,137452,PARANA,SUL
ariranha do ivai,2301,PARANA,SUL
assai,15999,PARANA,SUL
assis chateaubriand,34064,PARANA,SUL
astorga,26196,PARANA,SUL
atalaia,3999,PARANA,SUL
balsa nova,12602,PARANA,SUL
bandeirantes,32486,PARANA,SUL
barbosa ferraz,12300,PARANA,SUL
barracao,10314,PARANA,SUL
barra do jacare,2828,PARANA,SUL
bela vista da caroba,3774,PARANA,SUL
bela vista do paraiso,15656,PARANA,SUL
bituruna,16627,PARANA,SUL
boa esperanca,4392,PARANA,SUL
boa esperanca do iguacu,2671,PARANA,SUL
boa ventura de sao roque,6665,PARANA,SUL
boa vista da aparecida,7911,PARANA,SUL
bocaiuva do sul,12477,PARANA,SUL
bom jesus do sul,3733,PARANA,SUL
bom sucesso,7019,PARANA,SUL
bom sucesso do sul,3358,PARANA,SUL
borrazopolis,7280,PARANA,SUL
braganey,5687,PARANA,SUL
brasilandia do sul,2943,PARANA,SUL
cafeara,2911,PARANA,SUL
cafelandia,17175,PARANA,SUL
cafezal do sul,4245,PARANA,SUL
california,8583,PARANA,SUL
cambara,25401,PARANA,SUL
cambe,105347,PARANA,SUL
cambira,7808,PARANA,SUL
campina da lagoa,15042,PARANA,SUL
campina do simao,4062,PARANA,SUL
campina grande do sul,42547,PARANA,SUL
campo bonito,4162,PARANA,SUL
campo do tenente,7829,PARANA,SUL
campo largo,127309,PARANA,SUL
campo magro,28244,PARANA,SUL
campo mourao,94153,PARANA,SUL
candido de abreu,16059,PARANA,SUL
candoi,15978,PARANA,SUL
cantagalo,13505,PARANA,SUL
capanema,19364,PARANA,SUL
capitao leonidas marques,15850,PARANA,SUL
carambei,22282,PARANA,SUL
carlopolis,14431,PARANA,SUL
cascavel,319608,PARANA,SUL
castro,71501,PARANA,SUL
catanduvas,10451,PARANA,SUL
centenario do sul,11246,PARANA,SUL
cerro azul,17885,PARANA,SUL
ceu azul,11764,PARANA,SUL
chopinzinho,19911,PARANA,SUL
cianorte,79571,PARANA,SUL
cidade gaucha,12326,PARANA,SUL
clevelandia,17250,PARANA,SUL
colombo,237402,PARANA,SUL
colorado,23941,PARANA,SUL
congonhinhas,8821,PARANA,SUL
conselheiro mairinck,3866,PARANA,SUL
contenda,17961,PARANA,SUL
corbelia,17193,PARANA,SUL
cornelio procopio,48677,PARANA,SUL
coronel domingos soares,7547,PARANA,SUL
coronel vivida,21666,PARANA,SUL
corumbatai do sul,3617,PARANA,SUL
cruzeiro do iguacu,4369,PARANA,SUL
cruzeiro do oeste,21237,PARANA,SUL
cruzeiro do sul,4619,PARANA,SUL
cruz machado,18907,PARANA,SUL
cruzmaltina,3110,PARANA,SUL
curitiba,1908359,PARANA,SUL
curiuva,15004,PARANA,SUL
diamante do norte,5389,PARANA,SUL
diamante do sul,3555,PARANA,SUL
diamante doeste,5294,PARANA,SUL
dois vizinhos,39856,PARANA,SUL
douradina,8439,PARANA,SUL
doutor camargo,6069,PARANA,SUL
eneas marques,6168,PARANA,SUL
engenheiro beltrao,14314,PARANA,SUL
esperanca nova,1852,PARANA,SUL
entre rios do oeste,4406,PARANA,SUL
espigao alto do iguacu,4447,PARANA,SUL
farol,3323,PARANA,SUL
faxinal,17306,PARANA,SUL
fazenda rio grande,95225,PARANA,SUL
fenix,4898,PARANA,SUL
fernandes pinheiro,5904,PARANA,SUL
figueira,8177,PARANA,SUL
florai,5103,PARANA,SUL
flor da serra do sul,4782,PARANA,SUL
floresta,6603,PARANA,SUL
florestopolis,11087,PARANA,SUL
florida,2697,PARANA,SUL
formosa do oeste,7133,PARANA,SUL
foz do iguacu,264044,PARANA,SUL
francisco alves,6350,PARANA,SUL
francisco beltrao,88465,PARANA,SUL
foz do jordao,5079,PARANA,SUL
general carneiro,14038,PARANA,SUL
godoy moreira,3178,PARANA,SUL
goioere,29664,PARANA,SUL
goioxim,7448,PARANA,SUL
grandes rios,6167,PARANA,SUL
guaira,32974,PARANA,SUL
guairaca,6591,PARANA,SUL
guamiranga,8619,PARANA,SUL
guapirama,3934,PARANA,SUL
guaporema,2292,PARANA,SUL
guaraci,5492,PARANA,SUL
guaraniacu,13641,PARANA,SUL
guarapuava,180364,PARANA,SUL
guaraquecaba,7923,PARANA,SUL
guaratuba,35986,PARANA,SUL
honorio serpa,5643,PARANA,SUL
ibaiti,31095,PARANA,SUL
ibema,6396,PARANA,SUL
ibipora,53356,PARANA,SUL
icaraima,8482,PARANA,SUL
iguaracu,4343,PARANA,SUL
iguatu,2304,PARANA,SUL
imbau,12697,PARANA,SUL
imbituva,31719,PARANA,SUL
inacio martins,11331,PARANA,SUL
inaja,3137,PARANA,SUL
indianopolis,4504,PARANA,SUL
ipiranga,15139,PARANA,SUL
ipora,14704,PARANA,SUL
iracema do oeste,2462,PARANA,SUL
irati,60425,PARANA,SUL
iretama,10608,PARANA,SUL
itaguaje,4620,PARANA,SUL
itaipulandia,10587,PARANA,SUL
itambaraca,6819,PARANA,SUL
itambe,6210,PARANA,SUL
itapejara doeste,11685,PARANA,SUL
itaperucu,27500,PARANA,SUL
itauna do sul,3229,PARANA,SUL
ivai,13797,PARANA,SUL
ivaipora,32720,PARANA,SUL
ivate,8120,PARANA,SUL
ivatuba,3240,PARANA,SUL
jaboti,5255,PARANA,SUL
jacarezinho,40263,PARANA,SUL
jaguapita,13398,PARANA,SUL
jaguariaiva,34822,PARANA,SUL
jandaia do sul,21341,PARANA,SUL
janiopolis,5897,PARANA,SUL
japira,5084,PARANA,SUL
japura,9307,PARANA,SUL
jardim alegre,12019,PARANA,SUL
jardim olinda,1396,PARANA,SUL
jataizinho,12615,PARANA,SUL
jesuitas,8861,PARANA,SUL
joaquim tavora,11731,PARANA,SUL
jundiai do sul,3430,PARANA,SUL
juranda,7650,PARANA,SUL
jussara,7026,PARANA,SUL
kalore,4368,PARANA,SUL
lapa,48067,PARANA,SUL
laranjal,6205,PARANA,SUL
laranjeiras do sul,32379,PARANA,SUL
leopolis,4131,PARANA,SUL
lidianopolis,3662,PARANA,SUL
lindoeste,5071,PARANA,SUL
loanda,22903,PARANA,SUL
lobato,4751,PARANA,SUL
londrina,558439,PARANA,SUL
luiziana,7455,PARANA,SUL
lunardelli,5063,PARANA,SUL
lupionopolis,4911,PARANA,SUL
mallet,13738,PARANA,SUL
mambore,13798,PARANA,SUL
mandaguacu,22164,PARANA,SUL
mandaguari,34559,PARANA,SUL
mandirituba,25662,PARANA,SUL
manfrinopolis,2861,PARANA,SUL
mangueirinha,17269,PARANA,SUL
manoel ribas,13708,PARANA,SUL
marechal candido rondon,51795,PARANA,SUL
maria helena,5932,PARANA,SUL
marialva,34955,PARANA,SUL
marilandia do sul,9068,PARANA,SUL
marilena,7166,PARANA,SUL
mariluz,10555,PARANA,SUL
maringa,406693,PARANA,SUL
mariopolis,6638,PARANA,SUL
maripa,5776,PARANA,SUL
marmeleiro,14539,PARANA,SUL
marquinho,4725,PARANA,SUL
marumbi,4765,PARANA,SUL
matelandia,17640,PARANA,SUL
matinhos,33450,PARANA,SUL
mato rico,3576,PARANA,SUL
maua da serra,10039,PARANA,SUL
medianeira,45586,PARANA,SUL
mercedes,5476,PARANA,SUL
mirador,2314,PARANA,SUL
miraselva,1875,PARANA,SUL
missal,10879,PARANA,SUL
moreira sales,12621,PARANA,SUL
morretes,16540,PARANA,SUL
munhoz de melo,3958,PARANA,SUL
nossa senhora das gracas,4075,PARANA,SUL
nova alianca do ivai,1536,PARANA,SUL
nova america da colina,3545,PARANA,SUL
nova aurora,11300,PARANA,SUL
nova cantu,6295,PARANA,SUL
nova esperanca,28084,PARANA,SUL
nova esperanca do sudoeste,5194,PARANA,SUL
nova fatima,8356,PARANA,SUL
nova laranjeiras,11927,PARANA,SUL
nova londrina,13486,PARANA,SUL
nova olimpia,5829,PARANA,SUL
nova santa barbara,4217,PARANA,SUL
nova santa rosa,8186,PARANA,SUL
nova prata do iguacu,10745,PARANA,SUL
nova tebas,6498,PARANA,SUL
novo itacolomi,2908,PARANA,SUL
ortigueira,23200,PARANA,SUL
ourizona,3494,PARANA,SUL
ouro verde do oeste,6023,PARANA,SUL
paicandu,40156,PARANA,SUL
palmas,48990,PARANA,SUL
palmeira,34023,PARANA,SUL
palmital,14189,PARANA,SUL
palotina,31366,PARANA,SUL
paraiso do norte,13345,PARANA,SUL
paranacity,11265,PARANA,SUL
paranagua,152975,PARANA,SUL
paranapoema,3117,PARANA,SUL
paranavai,87850,PARANA,SUL
pato bragado,5432,PARANA,SUL
pato branco,80710,PARANA,SUL
paula freitas,5842,PARANA,SUL
paulo frontin,7360,PARANA,SUL
