cidade, populacao ,estado,regiao
bom jardim,39025,PERNAMBUCO,NORDESTE
bonito,38044,PERNAMBUCO,NORDESTE
brejao,8973,PERNAMBUCO,NORDESTE
brejinho,7465,PERNAMBUCO,NORDESTE
brejo da madre de deus,50138,PERNAMBUCO,NORDESTE
buenos aires,13085,PERNAMBUCO,NORDESTE
buique,57696,PERNAMBUCO,NORDESTE
cabo de santo agostinho,204653,PERNAMBUCO,NORDESTE
cabrobo,33856,PERNAMBUCO,NORDESTE
cachoeirinha,20209,PERNAMBUCO,NORDESTE
caetes,28500,PERNAMBUCO,NORDESTE
calcado,11055,PERNAMBUCO,NORDESTE
calumbi,5736,PERNAMBUCO,NORDESTE
camaragibe,156361,PERNAMBUCO,NORDESTE
camocim de sao felix,18583,PERNAMBUCO,NORDESTE
camutanga,8493,PERNAMBUCO,NORDESTE
canhotinho,24762,PERNAMBUCO,NORDESTE
capoeiras,19991,PERNAMBUCO,NORDESTE
carnaiba,19440,PERNAMBUCO,NORDESTE
carnaubeira da penha,12805,PERNAMBUCO,NORDESTE
carpina,82685,PERNAMBUCO,NORDESTE
caruaru,356128,PERNAMBUCO,NORDESTE
casinhas,14274,PERNAMBUCO,NORDESTE
catende,42343,PERNAMBUCO,NORDESTE
cedro,11695,PERNAMBUCO,NORDESTE
cha de alegria,13396,PERNAMBUCO,NORDESTE
cha grande,21525,PERNAMBUCO,NORDESTE
condado,26186,PERNAMBUCO,NORDESTE
correntes,18098,PERNAMBUCO,NORDESTE
cortes,12560,PERNAMBUCO,NORDESTE
cumaru,11559,PERNAMBUCO,NORDESTE
cupira,23977,PERNAMBUCO,NORDESTE
custodia,36753,PERNAMBUCO,NORDESTE
dormentes,18692,PERNAMBUCO,NORDESTE
escada,68281,PERNAMBUCO,NORDESTE
exu,31790,PERNAMBUCO,NORDESTE
feira nova,21958,PERNAMBUCO,NORDESTE
fernando de noronha,3016,PERNAMBUCO,NORDESTE
ferreiros,12057,PERNAMBUCO,NORDESTE
flores,22567,PERNAMBUCO,NORDESTE
floresta,32483,PERNAMBUCO,NORDESTE
frei miguelinho,15328,PERNAMBUCO,NORDESTE
gameleira,30709,PERNAMBUCO,NORDESTE
garanhuns,138642,PERNAMBUCO,NORDESTE
gloria do goita,30425,PERNAMBUCO,NORDESTE
goiana,79249,PERNAMBUCO,NORDESTE
granito,7417,PERNAMBUCO,NORDESTE
gravata,83241,PERNAMBUCO,NORDESTE
iati,19100,PERNAMBUCO,NORDESTE
ibimirim,28985,PERNAMBUCO,NORDESTE
ibirajuba,7735,PERNAMBUCO,NORDESTE
igarassu,115398,PERNAMBUCO,NORDESTE
iguaracy,12175,PERNAMBUCO,NORDESTE
inaja,22801,PERNAMBUCO,NORDESTE
ingazeira,4542,PERNAMBUCO,NORDESTE
ipojuca,94533,PERNAMBUCO,NORDESTE
ipubi,30447,PERNAMBUCO,NORDESTE
itacuruba,4858,PERNAMBUCO,NORDESTE
itaiba,26314,PERNAMBUCO,NORDESTE
ilha de itamaraca,25789,PERNAMBUCO,NORDESTE
itambe,36320,PERNAMBUCO,NORDESTE
itapetim,13638,PERNAMBUCO,NORDESTE
itapissuma,26338,PERNAMBUCO,NORDESTE
itaquitinga,16859,PERNAMBUCO,NORDESTE
jaboatao dos guararapes,695956,PERNAMBUCO,NORDESTE
jaqueira,11634,PERNAMBUCO,NORDESTE
jatauba,17026,PERNAMBUCO,NORDESTE
jatoba,14703,PERNAMBUCO,NORDESTE
joao alfredo,33485,PERNAMBUCO,NORDESTE
joaquim nabuco,15989,PERNAMBUCO,NORDESTE
jucati,11334,PERNAMBUCO,NORDESTE
jupi,14712,PERNAMBUCO,NORDESTE
jurema,15284,PERNAMBUCO,NORDESTE
lagoa do carro,17847,PERNAMBUCO,NORDESTE
lagoa de itaenga,21338,PERNAMBUCO,NORDESTE
lagoa do ouro,13033,PERNAMBUCO,NORDESTE
lagoa dos gatos,16218,PERNAMBUCO,NORDESTE
lagoa grande,25294,PERNAMBUCO,NORDESTE
lajedo,39888,PERNAMBUCO,NORDESTE
limoeiro,56140,PERNAMBUCO,NORDESTE
macaparana,25214,PERNAMBUCO,NORDESTE
machados,15820,PERNAMBUCO,NORDESTE
manari,21047,PERNAMBUCO,NORDESTE
maraial,11433,PERNAMBUCO,NORDESTE
mirandiba,15270,PERNAMBUCO,NORDESTE
moreno,62119,PERNAMBUCO,NORDESTE
nazare da mata,32280,PERNAMBUCO,NORDESTE
olinda,390771,PERNAMBUCO,NORDESTE
orobo,23768,PERNAMBUCO,NORDESTE
oroco,14794,PERNAMBUCO,NORDESTE
ouricuri,68776,PERNAMBUCO,NORDESTE
palmares,62832,PERNAMBUCO,NORDESTE
palmeirina,7761,PERNAMBUCO,NORDESTE
panelas,26417,PERNAMBUCO,NORDESTE
paranatama,11449,PERNAMBUCO,NORDESTE
parnamirim,21383,PERNAMBUCO,NORDESTE
passira,28889,PERNAMBUCO,NORDESTE
paudalho,55942,PERNAMBUCO,NORDESTE
paulista,328353,PERNAMBUCO,NORDESTE
pedra,22505,PERNAMBUCO,NORDESTE
pesqueira,66881,PERNAMBUCO,NORDESTE
petrolandia,36108,PERNAMBUCO,NORDESTE
petrolina,343219,PERNAMBUCO,NORDESTE
pocao,11268,PERNAMBUCO,NORDESTE
pombos,26960,PERNAMBUCO,NORDESTE
primavera,14798,PERNAMBUCO,NORDESTE
quipapa,25831,PERNAMBUCO,NORDESTE
quixaba,6802,PERNAMBUCO,NORDESTE
recife,1633697,PERNAMBUCO,NORDESTE
riacho das almas,20392,PERNAMBUCO,NORDESTE
ribeirao,47088,PERNAMBUCO,NORDESTE
rio formoso,23379,PERNAMBUCO,NORDESTE
saire,10065,PERNAMBUCO,NORDESTE
salgadinho,10747,PERNAMBUCO,NORDESTE
salgueiro,60453,PERNAMBUCO,NORDESTE
saloa,15779,PERNAMBUCO,NORDESTE
sanharo,25979,PERNAMBUCO,NORDESTE
santa cruz,15202,PERNAMBUCO,NORDESTE
santa cruz da baixa verde,12501,PERNAMBUCO,NORDESTE
santa cruz do capibaribe,105761,PERNAMBUCO,NORDESTE
santa filomena,14355,PERNAMBUCO,NORDESTE
santa maria da boa vista,41652,PERNAMBUCO,NORDESTE
santa maria do cambuca,14013,PERNAMBUCO,NORDESTE
santa terezinha,11734,PERNAMBUCO,NORDESTE
sao benedito do sul,15683,PERNAMBUCO,NORDESTE
sao bento do una,58824,PERNAMBUCO,NORDESTE
sao caitano,37023,PERNAMBUCO,NORDESTE
sao joao,22628,PERNAMBUCO,NORDESTE
sao joaquim do monte,21257,PERNAMBUCO,NORDESTE
sao jose da coroa grande,20963,PERNAMBUCO,NORDESTE
sao jose do belmonte,33804,PERNAMBUCO,NORDESTE
sao jose do egito,33704,PERNAMBUCO,NORDESTE
sao lourenco da mata,112099,PERNAMBUCO,NORDESTE
sao vicente ferrer,17904,PERNAMBUCO,NORDESTE
serra talhada,85568,PERNAMBUCO,NORDESTE
serrita,19080,PERNAMBUCO,NORDESTE
sertania,35670,PERNAMBUCO,NORDESTE
sirinhaem,45263,PERNAMBUCO,NORDESTE
moreilandia,11238,PERNAMBUCO,NORDESTE
solidao,5978,PERNAMBUCO,NORDESTE
surubim,64373,PERNAMBUCO,NORDESTE
tabira,28301,PERNAMBUCO,NORDESTE
tacaimbo,12853,PERNAMBUCO,NORDESTE
tacaratu,25368,PERNAMBUCO,NORDESTE
tamandare,23100,PERNAMBUCO,NORDESTE
taquaritinga do norte,28358,PERNAMBUCO,NORDESTE
terezinha,7120,PERNAMBUCO,NORDESTE
terra nova,10437,PERNAMBUCO,NORDESTE
timbauba,53083,PERNAMBUCO,NORDESTE
toritama,44189,PERNAMBUCO,NORDESTE
tracunhaem,13689,PERNAMBUCO,NORDESTE
trindade,30155,PERNAMBUCO,NORDESTE
triunfo,15221,PERNAMBUCO,NORDESTE
tupanatinga,26990,PERNAMBUCO,NORDESTE
tuparetama,8169,PERNAMBUCO,NORDESTE
venturosa,18258,PERNAMBUCO,NORDESTE
verdejante,9490,PERNAMBUCO,NORDESTE
vertente do lerio,7641,PERNAMBUCO,NORDESTE
vertentes,20460,PERNAMBUCO,NORDESTE
vicencia,32429,PERNAMBUCO,NORDESTE
vitoria de santo antao,137578,PERNAMBUCO,NORDESTE
xexeu,14651,PERNAMBUCO,NORDESTE
agua branca,20467,ALAGOAS,NORDESTE
anadia,17818,ALAGOAS,NORDESTE
arapiraca,234185,ALAGOAS,NORDESTE
atalaia,47744,ALAGOAS,NORDESTE
barra de santo antonio,16064,ALAGOAS,NORDESTE
barra de sao miguel,8401,ALAGOAS,NORDESTE
batalha,18757,ALAGOAS,NORDESTE
belem,4453,ALAGOAS,NORDESTE
belo monte,6797,ALAGOAS,NORDESTE
boca da mata,27590,ALAGOAS,NORDESTE
branquinha,10675,ALAGOAS,NORDESTE
cacimbinhas,10897,ALAGOAS,NORDESTE
cajueiro,21526,ALAGOAS,NORDESTE
campestre,7024,ALAGOAS,NORDESTE
campo alegre,57548,ALAGOAS,NORDESTE
campo grande,9692,ALAGOAS,NORDESTE
canapi,17983,ALAGOAS,NORDESTE
capela,17354,ALAGOAS,NORDESTE
carneiros,9155,ALAGOAS,NORDESTE
cha preta,7427,ALAGOAS,NORDESTE
coite do noia,10888,ALAGOAS,NORDESTE
colonia leopoldina,21926,ALAGOAS,NORDESTE
coqueiro seco,5918,ALAGOAS,NORDESTE
coruripe,57498,ALAGOAS,NORDESTE
craibas,24510,ALAGOAS,NORDESTE
delmiro gouveia,52597,ALAGOAS,NORDESTE
dois riachos,11214,ALAGOAS,NORDESTE
estrela de alagoas,18435,ALAGOAS,NORDESTE
feira grande,22481,ALAGOAS,NORDESTE
feliz deserto,4806,ALAGOAS,NORDESTE
flexeiras,12966,ALAGOAS,NORDESTE
girau do ponciano,41279,ALAGOAS,NORDESTE
ibateguara,15840,ALAGOAS,NORDESTE
igaci,26022,ALAGOAS,NORDESTE
igreja nova,24793,ALAGOAS,NORDESTE
inhapi,18652,ALAGOAS,NORDESTE
jacare dos homens,5356,ALAGOAS,NORDESTE
jacuipe,7135,ALAGOAS,NORDESTE
japaratinga,8453,ALAGOAS,NORDESTE
jaramataia,5676,ALAGOAS,NORDESTE
jequia da praia,11782,ALAGOAS,NORDESTE
joaquim gomes,24280,ALAGOAS,NORDESTE
jundia,4231,ALAGOAS,NORDESTE
junqueiro,25093,ALAGOAS,NORDESTE
lagoa da canoa,18175,ALAGOAS,NORDESTE
limoeiro de anadia,28953,ALAGOAS,NORDESTE
maceio,1029129,ALAGOAS,NORDESTE
major isidoro,20200,ALAGOAS,NORDESTE
maragogi,32940,ALAGOAS,NORDESTE
maravilha,9418,ALAGOAS,NORDESTE
marechal deodoro,52260,ALAGOAS,NORDESTE
maribondo,13514,ALAGOAS,NORDESTE
mar vermelho,3579,ALAGOAS,NORDESTE
mata grande,25589,ALAGOAS,NORDESTE
matriz de camaragibe,25012,ALAGOAS,NORDESTE
messias,17988,ALAGOAS,NORDESTE
minador do negrao,5413,ALAGOAS,NORDESTE
monteiropolis,7260,ALAGOAS,NORDESTE
murici,28579,ALAGOAS,NORDESTE
novo lino,12821,ALAGOAS,NORDESTE
olho dagua das flores,21767,ALAGOAS,NORDESTE
olho dagua do casado,9459,ALAGOAS,NORDESTE
olho dagua grande,5195,ALAGOAS,NORDESTE
olivenca,11772,ALAGOAS,NORDESTE
ouro branco,11635,ALAGOAS,NORDESTE
palestina,5066,ALAGOAS,NORDESTE
palmeira dos indios,74208,ALAGOAS,NORDESTE
pao de acucar,24792,ALAGOAS,NORDESTE
pariconha,10684,ALAGOAS,NORDESTE
paripueira,13252,ALAGOAS,NORDESTE
passo de camaragibe,15461,ALAGOAS,NORDESTE
paulo jacinto,7679,ALAGOAS,NORDESTE
penedo,64497,ALAGOAS,NORDESTE
piacabucu,18074,ALAGOAS,NORDESTE
pilar,35552,ALAGOAS,NORDESTE
pindoba,2953,ALAGOAS,NORDESTE
piranhas,25298,ALAGOAS,NORDESTE
poco das trincheiras,14575,ALAGOAS,NORDESTE
porto calvo,27501,ALAGOAS,NORDESTE
porto de pedras,7965,ALAGOAS,NORDESTE
porto real do colegio,20327,ALAGOAS,NORDESTE
quebrangulo,11496,ALAGOAS,NORDESTE
rio largo,76019,ALAGOAS,NORDESTE
roteiro,6774,ALAGOAS,NORDESTE
santa luzia do norte,7386,ALAGOAS,NORDESTE
santana do ipanema,48232,ALAGOAS,NORDESTE
santana do mundau,10899,ALAGOAS,NORDESTE
sao bras,7058,ALAGOAS,NORDESTE
sao jose da laje,24226,ALAGOAS,NORDESTE
sao jose da tapera,32626,ALAGOAS,NORDESTE
sao luis do quitunde,34961,ALAGOAS,NORDESTE
sao miguel dos campos,61827,ALAGOAS,NORDESTE
sao miguel dos milagres,8022,ALAGOAS,NORDESTE
sao sebastiao,34551,ALAGOAS,NORDESTE
satuba,13949,ALAGOAS,NORDESTE
senador rui palmeira,14036,ALAGOAS,NORDESTE
tanque darca,6270,ALAGOAS,NORDESTE
taquarana,20205,ALAGOAS,NORDESTE
teotonio vilela,44666,ALAGOAS,NORDESTE
traipu,28070,ALAGOAS,NORDESTE
uniao dos palmares,66477,ALAGOAS,NORDESTE
vicosa,26143,ALAGOAS,NORDESTE
amparo de sao francisco,2390,SERGIPE,NORDESTE
aquidaba,21589,SERGIPE,NORDESTE
aracaju,650106,SERGIPE,NORDESTE
araua,10362,SERGIPE,NORDESTE
areia branca,18489,SERGIPE,NORDESTE
barra dos coqueiros,29807,SERGIPE,NORDESTE
boquim,26961,SERGIPE,NORDESTE
brejo grande,8322,SERGIPE,NORDESTE
campo do brito,18111,SERGIPE,NORDESTE
canhoba,4058,SERGIPE,NORDESTE
caninde de sao francisco,29372,SERGIPE,NORDESTE
capela,34050,SERGIPE,NORDESTE
carira,21842,SERGIPE,NORDESTE
carmopolis,16275,SERGIPE,NORDESTE
cedro de sao joao,5933,SERGIPE,NORDESTE
cristinapolis,18270,SERGIPE,NORDESTE
cumbe,4012,SERGIPE,NORDESTE
divina pastora,5058,SERGIPE,NORDESTE
estancia,69278,SERGIPE,NORDESTE
feira nova,5616,SERGIPE,NORDESTE
frei paulo,15349,SERGIPE,NORDESTE
gararu,11736,SERGIPE,NORDESTE
general maynard,3315,SERGIPE,NORDESTE
graccho cardoso,5870,SERGIPE,NORDESTE
ilha das flores,8611,SERGIPE,NORDESTE
indiaroba,17810,SERGIPE,NORDESTE
itabaiana,95196,SERGIPE,NORDESTE
itabaianinha,41961,SERGIPE,NORDESTE
itabi,4988,SERGIPE,NORDESTE
itaporanga dajuda,34101,SERGIPE,NORDESTE
japaratuba,18656,SERGIPE,NORDESTE
japoata,13238,SERGIPE,NORDESTE
lagarto,104099,SERGIPE,NORDESTE
laranjeiras,29700,SERGIPE,NORDESTE
macambira,6920,SERGIPE,NORDESTE
malhada dos bois,3693,SERGIPE,NORDESTE
malhador,12691,SERGIPE,NORDESTE
maruim,17297,SERGIPE,NORDESTE
moita bonita,11438,SERGIPE,NORDESTE
monte alegre de sergipe,15177,SERGIPE,NORDESTE
muribeca,7683,SERGIPE,NORDESTE
neopolis,18953,SERGIPE,NORDESTE
nossa senhora aparecida,8869,SERGIPE,NORDESTE
nossa senhora da gloria,36613,SERGIPE,NORDESTE
nossa senhora das dores,26624,SERGIPE,NORDESTE
nossa senhora de lourdes,6530,SERGIPE,NORDESTE
nossa senhora do socorro,181928,SERGIPE,NORDESTE
pacatuba,14420,SERGIPE,NORDESTE
pedra mole,3254,SERGIPE,NORDESTE
pedrinhas,9594,SERGIPE,NORDESTE
pinhao,6556,SERGIPE,NORDESTE
pirambu,9241,SERGIPE,NORDESTE
poco redondo,34529,SERGIPE,NORDESTE
poco verde,23740,SERGIPE,NORDESTE
porto da folha,28735,SERGIPE,NORDESTE
propria,29834,SERGIPE,NORDESTE
riachao do dantas,20014,SERGIPE,NORDESTE
riachuelo,10196,SERGIPE,NORDESTE
ribeiropolis,18641,SERGIPE,NORDESTE
rosario do catete,10699,SERGIPE,NORDESTE
salgado,20168,SERGIPE,NORDESTE
santa luzia do itanhy,14034,SERGIPE,NORDESTE
santana do sao francisco,7751,SERGIPE,NORDESTE
santa rosa de lima,3938,SERGIPE,NORDESTE
santo amaro das brotas,12146,SERGIPE,NORDESTE
sao cristovao,89232,SERGIPE,NORDESTE
sao domingos,11133,SERGIPE,NORDESTE
sao francisco,3983,SERGIPE,NORDESTE
sao miguel do aleixo,3943,SERGIPE,NORDESTE
simao dias,40838,SERGIPE,NORDESTE
siriri,8851,SERGIPE,NORDESTE
telha,3221,SERGIPE,NORDESTE
tobias barreto,52156,SERGIPE,NORDESTE
tomar do geru,13208,SERGIPE,NORDESTE
umbauba,25114,SERGIPE,NORDESTE
abaira,9199,BAHIA,NORDESTE
abare,20189,BAHIA,NORDESTE
acajutiba,15727,BAHIA,NORDESTE
adustina,17349,BAHIA,NORDESTE
agua fria,17508,BAHIA,NORDESTE
erico cardoso,11212,BAHIA,NORDESTE
aiquara,4725,BAHIA,NORDESTE
alagoinhas,155979,BAHIA,NORDESTE
alcobaca,23376,BAHIA,NORDESTE
almadina,5985,BAHIA,NORDESTE
amargosa,38259,BAHIA,NORDESTE
amelia rodrigues,26409,BAHIA,NORDESTE
america dourada,16798,BAHIA,NORDESTE
anage,19568,BAHIA,NORDESTE
andarai,13737,BAHIA,NORDESTE
andorinha,15490,BAHIA,NORDESTE
angical,14690,BAHIA,NORDESTE
anguera,11481,BAHIA,NORDESTE
antas,19569,BAHIA,NORDESTE
antonio cardoso,12208,BAHIA,NORDESTE
antonio goncalves,12072,BAHIA,NORDESTE
apora,18334,BAHIA,NORDESTE
apuarema,7730,BAHIA,NORDESTE
aracatu,13962,BAHIA,NORDESTE
aracas,12608,BAHIA,NORDESTE
araci,55935,BAHIA,NORDESTE
aramari,11703,BAHIA,NORDESTE
arataca,11661,BAHIA,NORDESTE
aratuipe,9171,BAHIA,NORDESTE
aurelino leal,12706,BAHIA,NORDESTE
baianopolis,14323,BAHIA,NORDESTE
baixa grande,21403,BAHIA,NORDESTE
banzae,13765,BAHIA,NORDESTE
barra,54915,BAHIA,NORDESTE
barra da estiva,22082,BAHIA,NORDESTE
barra do choca,34121,BAHIA,NORDESTE
barra do mendes,14560,BAHIA,NORDESTE
barra do rocha,6258,BAHIA,NORDESTE
barreiras,157638,BAHIA,NORDESTE
barro alto,15217,BAHIA,NORDESTE
barrocas,16296,BAHIA,NORDESTE
barro preto,6251,BAHIA,NORDESTE
belmonte,24013,BAHIA,NORDESTE
belo campo,18247,BAHIA,NORDESTE
biritinga,16653,BAHIA,NORDESTE
boa nova,14069,BAHIA,NORDESTE
boa vista do tupim,19502,BAHIA,NORDESTE
bom jesus da lapa,70618,BAHIA,NORDESTE
bom jesus da serra,10477,BAHIA,NORDESTE
boninal,14760,BAHIA,NORDESTE
bonito,17131,BAHIA,NORDESTE
boquira,22464,BAHIA,NORDESTE
botupora,10898,BAHIA,NORDESTE
brejoes,15122,BAHIA,NORDESTE
brejolandia,10833,BAHIA,NORDESTE
brotas de macaubas,10974,BAHIA,NORDESTE
brumado,69677,BAHIA,NORDESTE
buerarema,19256,BAHIA,NORDESTE
buritirama,21786,BAHIA,NORDESTE
caatiba,7841,BAHIA,NORDESTE
cabaceiras do paraguacu,19312,BAHIA,NORDESTE
cachoeira,35139,BAHIA,NORDESTE
cacule,23817,BAHIA,NORDESTE
caem,10058,BAHIA,NORDESTE
caetanos,16106,BAHIA,NORDESTE
caetite,52853,BAHIA,NORDESTE
cafarnaum,19006,BAHIA,NORDESTE
cairu,18224,BAHIA,NORDESTE
caldeirao grande,13713,BAHIA,NORDESTE
camacan,33310,BAHIA,NORDESTE
camacari,296893,BAHIA,NORDESTE
camamu,36644,BAHIA,NORDESTE
campo alegre de lourdes,30048,BAHIA,NORDESTE
campo formoso,73448,BAHIA,NORDESTE
canapolis,10151,BAHIA,NORDESTE
canarana,26862,BAHIA,NORDESTE
canavieiras,33002,BAHIA,NORDESTE
candeal,8837,BAHIA,NORDESTE
candeias,89707,BAHIA,NORDESTE
candiba,14792,BAHIA,NORDESTE
candido sales,26674,BAHIA,NORDESTE
cansancao,36191,BAHIA,NORDESTE
canudos,17316,BAHIA,NORDESTE
capela do alto alegre,12199,BAHIA,NORDESTE
capim grosso,31392,BAHIA,NORDESTE
caraibas,9773,BAHIA,NORDESTE
caravelas,22740,BAHIA,NORDESTE
cardeal da silva,9544,BAHIA,NORDESTE
carinhanha,30118,BAHIA,NORDESTE
casa nova,73382,BAHIA,NORDESTE
castro alves,27238,BAHIA,NORDESTE
catolandia,3669,BAHIA,NORDESTE
catu,56459,BAHIA,NORDESTE
caturama,9764,BAHIA,NORDESTE
central,17969,BAHIA,NORDESTE
chorrocho,11591,BAHIA,NORDESTE
cicero dantas,34676,BAHIA,NORDESTE
cipo,17739,BAHIA,NORDESTE
coaraci,19022,BAHIA,NORDESTE
cocos,19498,BAHIA,NORDESTE
conceicao da feira,23024,BAHIA,NORDESTE
conceicao do almeida,18229,BAHIA,NORDESTE
conceicao do coite,68303,BAHIA,NORDESTE
conceicao do jacuipe,33876,BAHIA,NORDESTE
conde,26371,BAHIA,NORDESTE
condeuba,18191,BAHIA,NORDESTE
contendas do sincora,4299,BAHIA,NORDESTE
coracao de maria,23896,BAHIA,NORDESTE
cordeiros,8904,BAHIA,NORDESTE
coribe,14933,BAHIA,NORDESTE
coronel joao sa,16814,BAHIA,NORDESTE
correntina,33361,BAHIA,NORDESTE
cotegipe,14414,BAHIA,NORDESTE
cravolandia,5576,BAHIA,NORDESTE
crisopolis,21835,BAHIA,NORDESTE
cristopolis,14403,BAHIA,NORDESTE
cruz das almas,64932,BAHIA,NORDESTE
curaca,35524,BAHIA,NORDESTE
dario meira,11716,BAHIA,NORDESTE
dias davila,80657,BAHIA,NORDESTE
dom basilio,12604,BAHIA,NORDESTE
dom macedo costa,4212,BAHIA,NORDESTE
elisio medrado,8461,BAHIA,NORDESTE
encruzilhada,19376,BAHIA,NORDESTE
entre rios,43223,BAHIA,NORDESTE
esplanada,37845,BAHIA,NORDESTE
euclides da cunha,61924,BAHIA,NORDESTE
eunapolis,115290,BAHIA,NORDESTE
fatima,18443,BAHIA,NORDESTE
feira da mata,5922,BAHIA,NORDESTE
feira de santana,627477,BAHIA,NORDESTE
filadelfia,17176,BAHIA,NORDESTE
firmino alves,5822,BAHIA,NORDESTE
floresta azul,11244,BAHIA,NORDESTE
formosa do rio preto,25912,BAHIA,NORDESTE
gandu,33234,BAHIA,NORDESTE
gaviao,4725,BAHIA,NORDESTE
gentio do ouro,11639,BAHIA,NORDESTE
gloria,15840,BAHIA,NORDESTE
gongogi,7848,BAHIA,NORDESTE
governador mangabeira,21495,BAHIA,NORDESTE
guajeru,8081,BAHIA,NORDESTE
guanambi,86808,BAHIA,NORDESTE
guaratinga,22154,BAHIA,NORDESTE
heliopolis,13718,BAHIA,NORDESTE
iacu,25884,BAHIA,NORDESTE
ibiassuce,10183,BAHIA,NORDESTE
ibicarai,23529,BAHIA,NORDESTE
ibicoara,19786,BAHIA,NORDESTE
ibicui,16796,BAHIA,NORDESTE
ibipeba,18678,BAHIA,NORDESTE
ibipitanga,15413,BAHIA,NORDESTE
ibiquera,4214,BAHIA,NORDESTE
ibirapitanga,24293,BAHIA,NORDESTE
ibirapua,8852,BAHIA,NORDESTE
ibirataia,17221,BAHIA,NORDESTE
ibitiara,16855,BAHIA,NORDESTE
ibitita,17948,BAHIA,NORDESTE
ibotirama,27862,BAHIA,NORDESTE
ichu,6437,BAHIA,NORDESTE
igapora,16283,BAHIA,NORDESTE
igrapiuna,14187,BAHIA,NORDESTE
iguai,27939,BAHIA,NORDESTE
ilheus,176341,BAHIA,NORDESTE
inhambupe,40453,BAHIA,NORDESTE
ipecaeta,15499,BAHIA,NORDESTE
ipiau,47704,BAHIA,NORDESTE
ipira,62631,BAHIA,NORDESTE
ipupiara,10157,BAHIA,NORDESTE
irajuba,7521,BAHIA,NORDESTE
iramaia,9901,BAHIA,NORDESTE
iraquara,25536,BAHIA,NORDESTE
irara,29879,BAHIA,NORDESTE
irece,74483,BAHIA,NORDESTE
itabela,31422,BAHIA,NORDESTE
itaberaba,66806,BAHIA,NORDESTE
itabuna,221046,BAHIA,NORDESTE
itacare,28382,BAHIA,NORDESTE
itaete,16586,BAHIA,NORDESTE
itagi,13199,BAHIA,NORDESTE
itagiba,15577,BAHIA,NORDESTE
itagimirim,7291,BAHIA,NORDESTE
itaguacu da bahia,14718,BAHIA,NORDESTE
itaju do colonia,7218,BAHIA,NORDESTE
itajuipe,21642,BAHIA,NORDESTE
itamaraju,67356,BAHIA,NORDESTE
itamari,8476,BAHIA,NORDESTE
itambe,24901,BAHIA,NORDESTE
itanagra,6730,BAHIA,NORDESTE
itanhem,20501,BAHIA,NORDESTE
itaparica,22866,BAHIA,NORDESTE
itape,9830,BAHIA,NORDESTE
itapebi,10830,BAHIA,NORDESTE
itapetinga,77533,BAHIA,NORDESTE
itapicuru,36211,BAHIA,NORDESTE
itapitanga,10799,BAHIA,NORDESTE
itaquara,8592,BAHIA,NORDESTE
itarantim,20314,BAHIA,NORDESTE
itatim,14957,BAHIA,NORDESTE
itirucu,13254,BAHIA,NORDESTE
itiuba,37567,BAHIA,NORDESTE
itororo,21241,BAHIA,NORDESTE
ituacu,19577,BAHIA,NORDESTE
itubera,29428,BAHIA,NORDESTE
iuiu,11399,BAHIA,NORDESTE
jaborandi,9056,BAHIA,NORDESTE
jacaraci,15459,BAHIA,NORDESTE
jacobina,83635,BAHIA,NORDESTE
jaguaquara,56033,BAHIA,NORDESTE
jaguarari,34499,BAHIA,NORDESTE
jaguaripe,19036,BAHIA,NORDESTE
jandaira,11120,BAHIA,NORDESTE
jequie,162209,BAHIA,NORDESTE
jeremoabo,41605,BAHIA,NORDESTE
jiquirica,15106,BAHIA,NORDESTE
jitauna,12692,BAHIA,NORDESTE
joao dourado,25646,BAHIA,NORDESTE
juazeiro,221773,BAHIA,NORDESTE
jucurucu,9924,BAHIA,NORDESTE
jussara,16006,BAHIA,NORDESTE
jussari,6275,BAHIA,NORDESTE
jussiape,7066,BAHIA,NORDESTE
lafaiete coutinho,3975,BAHIA,NORDESTE
lagoa real,16029,BAHIA,NORDESTE
laje,24306,BAHIA,NORDESTE
lajedao,4068,BAHIA,NORDESTE
lajedinho,4017,BAHIA,NORDESTE
lajedo do tabocal,8886,BAHIA,NORDESTE
lamarao,9007,BAHIA,NORDESTE
lapao,28244,BAHIA,NORDESTE
lauro de freitas,197636,BAHIA,NORDESTE
lencois,11636,BAHIA,NORDESTE
licinio de almeida,12969,BAHIA,NORDESTE
livramento de nossa senhora,46739,BAHIA,NORDESTE
luis eduardo magalhaes,83557,BAHIA,NORDESTE
macajuba,11879,BAHIA,NORDESTE
macarani,19110,BAHIA,NORDESTE
macaubas,50987,BAHIA,NORDESTE
macurure,8266,BAHIA,NORDESTE
madre de deus,21007,BAHIA,NORDESTE
maetinga,4456,BAHIA,NORDESTE
maiquinique,10274,BAHIA,NORDESTE
mairi,19695,BAHIA,NORDESTE
malhada,17526,BAHIA,NORDESTE
malhada de pedras,8856,BAHIA,NORDESTE
manoel vitorino,14251,BAHIA,NORDESTE
mansidao,13959,BAHIA,NORDESTE
maracas,23018,BAHIA,NORDESTE
maragogipe,46260,BAHIA,NORDESTE
marau,21313,BAHIA,NORDESTE
marcionilio souza,10931,BAHIA,NORDESTE
mascote,14728,BAHIA,NORDESTE
mata de sao joao,46998,BAHIA,NORDESTE
matina,12488,BAHIA,NORDESTE
medeiros neto,23586,BAHIA,NORDESTE
miguel calmon,27520,BAHIA,NORDESTE
milagres,11585,BAHIA,NORDESTE
