ano,cidade,populacao,estado
2014,NORDESTINA,13270,BAHIA
2014,NOVA CANAA,17048,BAHIA
2014,NOVA FATIMA,8105,BAHIA
2014,NOVA IBIA,7063,BAHIA
2014,NOVA ITARANA,8192,BAHIA
2014,NOVA REDENCAO,9453,BAHIA
2014,NOVA SOURE,25813,BAHIA
2014,NOVA VICOSA,42754,BAHIA
2014,NOVO HORIZONTE,12085,BAHIA
2014,NOVO TRIUNFO,15969,BAHIA
2014,OLINDINA,26722,BAHIA
2014,OLIVEIRA DOS BREJINHOS,22756,BAHIA
2014,OURICANGAS,8822,BAHIA
2014,OUROLANDIA,17691,BAHIA
2014,PALMAS DE MONTE ALTO,22340,BAHIA
2014,PALMEIRAS,9066,BAHIA
2014,PARAMIRIM,21961,BAHIA
2014,PARATINGA,32452,BAHIA
2014,PARIPIRANGA,29769,BAHIA
2014,PAU BRASIL,11031,BAHIA
2014,PAULO AFONSO,118323,BAHIA
2014,PE DE SERRA,14474,BAHIA
2014,PEDRAO,7511,BAHIA
2014,PEDRO ALEXANDRE,18094,BAHIA
2014,PIATA,18584,BAHIA
2014,PILAO ARCADO,35255,BAHIA
2014,PINDAI,16758,BAHIA
2014,PINDOBACU,21087,BAHIA
2014,PINTADAS,10769,BAHIA
2014,PIRAI DO NORTE,9777,BAHIA
2014,PIRIPA,12452,BAHIA
2014,PIRITIBA,24785,BAHIA
2014,PLANALTINO,9413,BAHIA
2014,PLANALTO,26436,BAHIA
2014,POCOES,48655,BAHIA
2014,POJUCA,37061,BAHIA
2014,PONTO NOVO,16242,BAHIA
2014,PORTO SEGURO,143282,BAHIA
2014,POTIRAGUA,9263,BAHIA
2014,PRADO,29158,BAHIA
2014,PRESIDENTE DUTRA,14672,BAHIA
2014,PRESIDENTE JANIO QUADROS,13307,BAHIA
2014,PRESIDENTE TANCREDO NEVES,27187,BAHIA
2014,QUEIMADAS,26054,BAHIA
2014,QUIJINGUE,29088,BAHIA
2014,QUIXABEIRA,10038,BAHIA
2014,RAFAEL JAMBEIRO,24305,BAHIA
2014,REMANSO,42056,BAHIA
2014,RETIROLANDIA,13209,BAHIA
2014,RIACHAO DAS NEVES,23237,BAHIA
2014,RIACHAO DO JACUIPE,35322,BAHIA
2014,RIACHO DE SANTANA,35819,BAHIA
2014,RIBEIRA DO AMPARO,15229,BAHIA
2014,RIBEIRA DO POMBAL,51026,BAHIA
2014,RIBEIRAO DO LARGO,8713,BAHIA
2014,RIO DE CONTAS,13556,BAHIA
2014,RIO DO ANTONIO,15530,BAHIA
2014,RIO DO PIRES,12060,BAHIA
2014,RIO REAL,40515,BAHIA
2014,RODELAS,8763,BAHIA
2014,RUY BARBOSA,31780,BAHIA
2014,SALINAS DA MARGARIDA,15171,BAHIA
2014,SALVADOR,2902927,BAHIA
2014,SANTA BARBARA,20635,BAHIA
2014,SANTA BRIGIDA,15237,BAHIA
2014,SANTA CRUZ CABRALIA,28045,BAHIA
2014,SANTA CRUZ DA VITORIA,6778,BAHIA
2014,SANTA INES,11186,BAHIA
2014,SANTA LUZIA,13579,BAHIA
2014,SANTA MARIA DA VITORIA,41809,BAHIA
2014,SANTA RITA DE CASSIA,28642,BAHIA
2014,SANTA TERESINHA,10514,BAHIA
2014,SANTALUZ,36690,BAHIA
2014,SANTANA,27132,BAHIA
2014,SANTANOPOLIS,9407,BAHIA
2014,SANTO AMARO,61559,BAHIA
2014,SANTO ANTONIO DE JESUS,100550,BAHIA
2014,SANTO ESTEVAO,52704,BAHIA
2014,SAO DESIDERIO,32078,BAHIA
2014,SAO DOMINGOS,9849,BAHIA
2014,SAO FELIPE,21548,BAHIA
2014,SAO FELIX,15049,BAHIA
2014,SAO FELIX DO CORIBE,15548,BAHIA
2014,SAO FRANCISCO DO CONDE,38838,BAHIA
2014,SAO GABRIEL,19519,BAHIA
2014,SAO GONCALO DOS CAMPOS,37111,BAHIA
2014,SAO JOSE DA VITORIA,6158,BAHIA
2014,SAO JOSE DO JACUIPE,11002,BAHIA
2014,SAO MIGUEL DAS MATAS,11963,BAHIA
2014,SAO SEBASTIAO DO PASSE,45292,BAHIA
2014,SAPEACU,17630,BAHIA
2014,SATIRO DIAS,20259,BAHIA
2014,SAUBARA,12161,BAHIA
2014,SAUDE,12693,BAHIA
2014,SEABRA,44999,BAHIA
2014,SEBASTIAO LARANJEIRAS,11435,BAHIA
2014,SENHOR DO BONFIM,80810,BAHIA
2014,SENTO SE,41102,BAHIA
2014,SERRA DO RAMALHO,33022,BAHIA
2014,SERRA DOURADA,18428,BAHIA
2014,SERRA PRETA,15507,BAHIA
2014,SERRINHA,82733,BAHIA
2014,SERROLANDIA,13308,BAHIA
2014,SIMOES FILHO,131630,BAHIA
2014,SITIO DO MATO,13256,BAHIA
2014,SITIO DO QUINTO,12034,BAHIA
2014,SOBRADINHO,23511,BAHIA
2014,SOUTO SOARES,17239,BAHIA
2014,TABOCAS DO BREJO VELHO,13008,BAHIA
2014,TANHACU,21264,BAHIA
2014,TANQUE NOVO,17601,BAHIA
2014,TANQUINHO,8532,BAHIA
2014,TAPEROA,20886,BAHIA
2014,TAPIRAMUTA,17413,BAHIA
2014,TEIXEIRA DE FREITAS,155659,BAHIA
2014,TEODORO SAMPAIO,8067,BAHIA
2014,TEOFILANDIA,22944,BAHIA
2014,TEOLANDIA,15079,BAHIA
2014,TERRA NOVA,13537,BAHIA
2014,TREMEDAL,18367,BAHIA
2014,TUCANO,56131,BAHIA
2014,UAUA,25178,BAHIA
2014,UBAIRA,20770,BAHIA
2014,UBAITABA,20993,BAHIA
2014,UBATA,26787,BAHIA
2014,UIBAI,14460,BAHIA
2014,UMBURANAS,18851,BAHIA
2014,UNA,22535,BAHIA
2014,URANDI,17270,BAHIA
2014,URUCUCA,21924,BAHIA
2014,UTINGA,19490,BAHIA
2014,VALENCA,96507,BAHIA
2014,VALENTE,27545,BAHIA
2014,VARZEA DA ROCA,14693,BAHIA
2014,VARZEA DO POCO,9364,BAHIA
2014,VARZEA NOVA,13524,BAHIA
2014,VARZEDO,9405,BAHIA
2014,VERA CRUZ,42103,BAHIA
2014,VEREDA,6737,BAHIA
2014,VITORIA DA CONQUISTA,340199,BAHIA
2014,WAGNER,9720,BAHIA
2014,WANDERLEY,13047,BAHIA
2014,WENCESLAU GUIMARAES,22621,BAHIA
2014,XIQUE-XIQUE,48210,BAHIA
2014,ABADIA DOS DOURADOS,6992,MINAS GERAIS
2014,ABAETE,23494,MINAS GERAIS
2014,ABRE CAMPO,13711,MINAS GERAIS
2014,ACAIACA,4050,MINAS GERAIS
2014,ACUCENA,10216,MINAS GERAIS
2014,AGUA BOA,14856,MINAS GERAIS
2014,AGUA COMPRIDA,2067,MINAS GERAIS
2014,AGUANIL,4332,MINAS GERAIS
2014,AGUAS FORMOSAS,19248,MINAS GERAIS
2014,AGUAS VERMELHAS,13378,MINAS GERAIS
2014,AIMORES,25685,MINAS GERAIS
2014,AIURUOCA,6257,MINAS GERAIS
2014,ALAGOA,2764,MINAS GERAIS
2014,ALBERTINA,3025,MINAS GERAIS
2014,ALEM PARAIBA,35641,MINAS GERAIS
2014,ALFENAS,78176,MINAS GERAIS
2014,ALFREDO VASCONCELOS,6566,MINAS GERAIS
2014,ALMENARA,41028,MINAS GERAIS
2014,ALPERCATA,7458,MINAS GERAIS
2014,ALPINOPOLIS,19513,MINAS GERAIS
2014,ALTEROSA,14371,MINAS GERAIS
2014,ALTO CAPARAO,5655,MINAS GERAIS
2014,ALTO JEQUITIBA,8532,MINAS GERAIS
2014,ALTO RIO DOCE,12006,MINAS GERAIS
2014,ALVARENGA,4343,MINAS GERAIS
2014,ALVINOPOLIS,15630,MINAS GERAIS
2014,ALVORADA DE MINAS,3661,MINAS GERAIS
2014,AMPARO DO SERRA,4997,MINAS GERAIS
2014,ANDRADAS,39761,MINAS GERAIS
2014,ANDRELANDIA,12507,MINAS GERAIS
2014,ANGELANDIA,8416,MINAS GERAIS
2014,ANTONIO CARLOS,11534,MINAS GERAIS
2014,ANTONIO DIAS,9711,MINAS GERAIS
2014,ANTONIO PRADO DE MINAS,1685,MINAS GERAIS
2014,ARACAI,2344,MINAS GERAIS
2014,ARACITABA,2112,MINAS GERAIS
2014,ARACUAI,37220,MINAS GERAIS
2014,ARAGUARI,115632,MINAS GERAIS
2014,ARANTINA,2884,MINAS GERAIS
2014,ARAPONGA,8478,MINAS GERAIS
2014,ARAPORA,6593,MINAS GERAIS
2014,ARAPUA,2870,MINAS GERAIS
2014,ARAUJOS,8645,MINAS GERAIS
2014,ARAXA,101136,MINAS GERAIS
2014,ARCEBURGO,10262,MINAS GERAIS
2014,ARCOS,38946,MINAS GERAIS
2014,AREADO,14624,MINAS GERAIS
2014,ARGIRITA,2907,MINAS GERAIS
2014,ARICANDUVA,5078,MINAS GERAIS
2014,ARINOS,18210,MINAS GERAIS
2014,ASTOLFO DUTRA,13840,MINAS GERAIS
2014,ATALEIA,14188,MINAS GERAIS
2014,AUGUSTO DE LIMA,5051,MINAS GERAIS
2014,BAEPENDI,19117,MINAS GERAIS
2014,BALDIM,8082,MINAS GERAIS
2014,BAMBUI,23759,MINAS GERAIS
2014,BANDEIRA,5039,MINAS GERAIS
2014,BANDEIRA DO SUL,5639,MINAS GERAIS
2014,BARAO DE COCAIS,30893,MINAS GERAIS
2014,BARAO DE MONTE ALTO,5738,MINAS GERAIS
2014,BARBACENA,133972,MINAS GERAIS
2014,BARRA LONGA,5893,MINAS GERAIS
2014,BARROSO,20590,MINAS GERAIS
2014,BELA VISTA DE MINAS,10362,MINAS GERAIS
2014,BELMIRO BRAGA,3500,MINAS GERAIS
2014,BELO HORIZONTE,2491109,MINAS GERAIS
2014,BELO ORIENTE,25329,MINAS GERAIS
2014,BELO VALE,7803,MINAS GERAIS
2014,BERILO,12469,MINAS GERAIS
2014,BERIZAL,4630,MINAS GERAIS
2014,BERTOPOLIS,4656,MINAS GERAIS
2014,BETIM,412003,MINAS GERAIS
2014,BIAS FORTES,3724,MINAS GERAIS
2014,BICAS,14342,MINAS GERAIS
2014,BIQUINHAS,2652,MINAS GERAIS
2014,BOA ESPERANCA,40155,MINAS GERAIS
2014,BOCAINA DE MINAS,5169,MINAS GERAIS
2014,BOCAIUVA,49293,MINAS GERAIS
2014,BOM DESPACHO,48802,MINAS GERAIS
2014,BOM JARDIM DE MINAS,6658,MINAS GERAIS
2014,BOM JESUS DA PENHA,4121,MINAS GERAIS
2014,BOM JESUS DO AMPARO,5871,MINAS GERAIS
2014,BOM JESUS DO GALHO,15587,MINAS GERAIS
2014,BOM REPOUSO,10763,MINAS GERAIS
2014,BOM SUCESSO,17832,MINAS GERAIS
2014,BONFIM,7014,MINAS GERAIS
2014,BONFINOPOLIS DE MINAS,5867,MINAS GERAIS
2014,BONITO DE MINAS,10535,MINAS GERAIS
2014,BORDA DA MATA,18481,MINAS GERAIS
2014,BOTELHOS,15325,MINAS GERAIS
2014,BOTUMIRIM,6593,MINAS GERAIS
2014,BRAS PIRES,4634,MINAS GERAIS
2014,BRASILANDIA DE MINAS,15522,MINAS GERAIS
2014,BRASILIA DE MINAS,32473,MINAS GERAIS
2014,BRASOPOLIS,14957,MINAS GERAIS
2014,BRAUNAS,5068,MINAS GERAIS
2014,BRUMADINHO,37314,MINAS GERAIS
2014,BUENO BRANDAO,11217,MINAS GERAIS
2014,BUENOPOLIS,10586,MINAS GERAIS
2014,BUGRE,4128,MINAS GERAIS
2014,BURITIS,24169,MINAS GERAIS
2014,BURITIZEIRO,28071,MINAS GERAIS
2014,CABECEIRA GRANDE,6818,MINAS GERAIS
2014,CABO VERDE,14280,MINAS GERAIS
2014,CACHOEIRA DA PRATA,3727,MINAS GERAIS
2014,CACHOEIRA DE MINAS,11525,MINAS GERAIS
2014,CACHOEIRA DE PAJEU,9372,MINAS GERAIS
2014,CACHOEIRA DOURADA,2645,MINAS GERAIS
2014,CAETANOPOLIS,11046,MINAS GERAIS
2014,CAETE,43395,MINAS GERAIS
2014,CAIANA,5308,MINAS GERAIS
2014,CAJURI,4128,MINAS GERAIS
2014,CALDAS,14325,MINAS GERAIS
2014,CAMACHO,3133,MINAS GERAIS
2014,CAMANDUCAIA,21901,MINAS GERAIS
2014,CAMBUI,28402,MINAS GERAIS
2014,CAMBUQUIRA,13012,MINAS GERAIS
2014,CAMPANARIO,3720,MINAS GERAIS
2014,CAMPANHA,16325,MINAS GERAIS
2014,CAMPESTRE,21367,MINAS GERAIS
2014,CAMPINA VERDE,19991,MINAS GERAIS
2014,CAMPO AZUL,3832,MINAS GERAIS
2014,CAMPO BELO,53870,MINAS GERAIS
2014,CAMPO DO MEIO,11844,MINAS GERAIS
2014,CAMPO FLORIDO,7562,MINAS GERAIS
2014,CAMPOS ALTOS,15078,MINAS GERAIS
2014,CAMPOS GERAIS,28783,MINAS GERAIS
2014,CANA VERDE,5738,MINAS GERAIS
2014,CANAA,4721,MINAS GERAIS
2014,CANAPOLIS,11945,MINAS GERAIS
2014,CANDEIAS,15088,MINAS GERAIS
2014,CANTAGALO,4436,MINAS GERAIS
2014,CAPARAO,5435,MINAS GERAIS
2014,CAPELA NOVA,4836,MINAS GERAIS
2014,CAPELINHA,37041,MINAS GERAIS
2014,CAPETINGA,7203,MINAS GERAIS
2014,CAPIM BRANCO,9461,MINAS GERAIS
2014,CAPINOPOLIS,16038,MINAS GERAIS
2014,CAPITAO ANDRADE,5270,MINAS GERAIS
2014,CAPITAO ENEAS,14986,MINAS GERAIS
2014,CAPITOLIO,8574,MINAS GERAIS
2014,CAPUTIRA,9371,MINAS GERAIS
2014,CARAI,23458,MINAS GERAIS
2014,CARANAIBA,3330,MINAS GERAIS
2014,CARANDAI,24864,MINAS GERAIS
2014,CARANGOLA,33412,MINAS GERAIS
2014,CARATINGA,90192,MINAS GERAIS
2014,CARBONITA,9487,MINAS GERAIS
2014,CAREACU,6645,MINAS GERAIS
2014,CARLOS CHAGAS,20090,MINAS GERAIS
2014,CARMESIA,2584,MINAS GERAIS
2014,CARMO DA CACHOEIRA,12276,MINAS GERAIS
2014,CARMO DA MATA,11429,MINAS GERAIS
2014,CARMO DE MINAS,14550,MINAS GERAIS
2014,CARMO DO CAJURU,21519,MINAS GERAIS
2014,CARMO DO PARANAIBA,30739,MINAS GERAIS
2014,CARMO DO RIO CLARO,21273,MINAS GERAIS
2014,CARMOPOLIS DE MINAS,18416,MINAS GERAIS
2014,CARNEIRINHO,9939,MINAS GERAIS
2014,CARRANCAS,4089,MINAS GERAIS
2014,CARVALHOPOLIS,3523,MINAS GERAIS
2014,CARVALHOS,4642,MINAS GERAIS
2014,CASA GRANDE,2308,MINAS GERAIS
2014,CASCALHO RICO,3018,MINAS GERAIS
2014,CASSIA,17991,MINAS GERAIS
2014,CATAGUASES,73712,MINAS GERAIS
2014,CATAS ALTAS,5184,MINAS GERAIS
2014,CATAS ALTAS DA NORUEGA,3623,MINAS GERAIS
2014,CATUJI,6721,MINAS GERAIS
2014,CATUTI,5187,MINAS GERAIS
2014,CAXAMBU,22244,MINAS GERAIS
2014,CEDRO DO ABAETE,1222,MINAS GERAIS
2014,CENTRAL DE MINAS,7051,MINAS GERAIS
2014,CENTRALINA,10593,MINAS GERAIS
2014,CHACARA,3010,MINAS GERAIS
2014,CHALE,5814,MINAS GERAIS
2014,CHAPADA DO NORTE,15648,MINAS GERAIS
2014,CHAPADA GAUCHA,12239,MINAS GERAIS
2014,CHIADOR,2817,MINAS GERAIS
2014,CIPOTANEA,6813,MINAS GERAIS
2014,CLARAVAL,4776,MINAS GERAIS
2014,CLARO DOS POCOES,7885,MINAS GERAIS
2014,CLAUDIO,27579,MINAS GERAIS
2014,COIMBRA,7437,MINAS GERAIS
2014,COLUNA,9195,MINAS GERAIS
2014,COMENDADOR GOMES,3105,MINAS GERAIS
2014,COMERCINHO,7962,MINAS GERAIS
2014,CONCEICAO DA APARECIDA,10263,MINAS GERAIS
2014,CONCEICAO DA BARRA DE MINAS,4055,MINAS GERAIS
2014,CONCEICAO DAS ALAGOAS,25588,MINAS GERAIS
2014,CONCEICAO DAS PEDRAS,2845,MINAS GERAIS
2014,CONCEICAO DE IPANEMA,4618,MINAS GERAIS
2014,CONCEICAO DO MATO DENTRO,18235,MINAS GERAIS
2014,CONCEICAO DO PARA,5430,MINAS GERAIS
2014,CONCEICAO DO RIO VERDE,13559,MINAS GERAIS
2014,CONCEICAO DOS OUROS,11151,MINAS GERAIS
2014,CONEGO MARINHO,7515,MINAS GERAIS
2014,CONFINS,6409,MINAS GERAIS
2014,CONGONHAL,11334,MINAS GERAIS
2014,CONGONHAS,52280,MINAS GERAIS
2014,CONGONHAS DO NORTE,5111,MINAS GERAIS
2014,CONQUISTA,6860,MINAS GERAIS
2014,CONSELHEIRO LAFAIETE,124370,MINAS GERAIS
2014,CONSELHEIRO PENA,23088,MINAS GERAIS
2014,CONSOLACAO,1801,MINAS GERAIS
2014,CONTAGEM,643476,MINAS GERAIS
2014,COQUEIRAL,9476,MINAS GERAIS
2014,CORACAO DE JESUS,26933,MINAS GERAIS
2014,CORDISBURGO,8981,MINAS GERAIS
2014,CORDISLANDIA,3565,MINAS GERAIS
2014,CORINTO,24457,MINAS GERAIS
2014,COROACI,10422,MINAS GERAIS
2014,COROMANDEL,28428,MINAS GERAIS
2014,CORONEL FABRICIANO,108843,MINAS GERAIS
2014,CORONEL MURTA,9394,MINAS GERAIS
2014,CORONEL PACHECO,3101,MINAS GERAIS
2014,CORONEL XAVIER CHAVES,3440,MINAS GERAIS
2014,CORREGO DANTA,3408,MINAS GERAIS
2014,CORREGO DO BOM JESUS,3815,MINAS GERAIS
2014,CORREGO FUNDO,6159,MINAS GERAIS
2014,CORREGO NOVO,3065,MINAS GERAIS
2014,COUTO DE MAGALHAES DE MINAS,4395,MINAS GERAIS
2014,CRISOLITA,6467,MINAS GERAIS
2014,CRISTAIS,12185,MINAS GERAIS
2014,CRISTALIA,5993,MINAS GERAIS
2014,CRISTIANO OTONI,5193,MINAS GERAIS
2014,CRISTINA,10485,MINAS GERAIS
2014,CRUCILANDIA,4991,MINAS GERAIS
2014,CRUZEIRO DA FORTALEZA,4122,MINAS GERAIS
2014,CRUZILIA,15299,MINAS GERAIS
2014,CUPARAQUE,4922,MINAS GERAIS
2014,CURRAL DE DENTRO,7420,MINAS GERAIS
2014,CURVELO,78373,MINAS GERAIS
2014,DATAS,5425,MINAS GERAIS
2014,DELFIM MOREIRA,8199,MINAS GERAIS
2014,DELFINOPOLIS,7120,MINAS GERAIS
2014,DELTA,9280,MINAS GERAIS
2014,DESCOBERTO,4989,MINAS GERAIS
2014,DESTERRO DE ENTRE RIOS,7279,MINAS GERAIS
2014,DESTERRO DO MELO,3048,MINAS GERAIS
2014,DIAMANTINA,47803,MINAS GERAIS
2014,DIOGO DE VASCONCELOS,3929,MINAS GERAIS
2014,DIONISIO,8558,MINAS GERAIS
2014,DIVINESIA,3427,MINAS GERAIS
2014,DIVINO,19947,MINAS GERAIS
2014,DIVINO DAS LARANJEIRAS,5080,MINAS GERAIS
2014,DIVINOLANDIA DE MINAS,7425,MINAS GERAIS
2014,DIVINOPOLIS,228643,MINAS GERAIS
2014,DIVISA ALEGRE,6398,MINAS GERAIS
2014,DIVISA NOVA,6011,MINAS GERAIS
2014,DIVISOPOLIS,10027,MINAS GERAIS
2014,DOM BOSCO,3857,MINAS GERAIS
2014,DOM CAVATI,5288,MINAS GERAIS
2014,DOM JOAQUIM,4624,MINAS GERAIS
2014,DOM SILVERIO,5346,MINAS GERAIS
2014,DOM VICOSO,3074,MINAS GERAIS
2014,DONA EUSEBIA,6386,MINAS GERAIS
2014,DORES DE CAMPOS,9882,MINAS GERAIS
2014,DORES DE GUANHAES,5335,MINAS GERAIS
2014,DORES DO INDAIA,14014,MINAS GERAIS
2014,DORES DO TURVO,4495,MINAS GERAIS
2014,DORESOPOLIS,1512,MINAS GERAIS
2014,DOURADOQUARA,1915,MINAS GERAIS
2014,DURANDE,7783,MINAS GERAIS
2014,ELOI MENDES,27019,MINAS GERAIS
2014,ENGENHEIRO CALDAS,10888,MINAS GERAIS
2014,ENGENHEIRO NAVARRO,7353,MINAS GERAIS
2014,ENTRE FOLHAS,5373,MINAS GERAIS
2014,ENTRE RIOS DE MINAS,15034,MINAS GERAIS
2014,ERVALIA,18789,MINAS GERAIS
2014,ESMERALDAS,66237,MINAS GERAIS
2014,ESPERA FELIZ,24287,MINAS GERAIS
2014,ESPINOSA,32117,MINAS GERAIS
2014,ESPIRITO SANTO DO DOURADO,4648,MINAS GERAIS
2014,ESTIVA,11329,MINAS GERAIS
2014,ESTRELA DALVA,2483,MINAS GERAIS
2014,ESTRELA DO INDAIA,3599,MINAS GERAIS
2014,ESTRELA DO SUL,7851,MINAS GERAIS
2014,EUGENOPOLIS,11107,MINAS GERAIS
2014,EWBANK DA CAMARA,3914,MINAS GERAIS
2014,EXTREMA,32402,MINAS GERAIS
2014,FAMA,2421,MINAS GERAIS
2014,FARIA LEMOS,3409,MINAS GERAIS
2014,FELICIO DOS SANTOS,5118,MINAS GERAIS
2014,FELISBURGO,7288,MINAS GERAIS
2014,FELIXLANDIA,14973,MINAS GERAIS
2014,FERNANDES TOURINHO,3269,MINAS GERAIS
2014,FERROS,10707,MINAS GERAIS
2014,FERVEDOURO,10880,MINAS GERAIS
2014,FLORESTAL,7137,MINAS GERAIS
2014,FORMIGA,67833,MINAS GERAIS
2014,FORMOSO,8945,MINAS GERAIS
2014,FORTALEZA DE MINAS,4330,MINAS GERAIS
2014,FORTUNA DE MINAS,2872,MINAS GERAIS
2014,FRANCISCO BADARO,10546,MINAS GERAIS
2014,FRANCISCO DUMONT,5130,MINAS GERAIS
2014,FRANCISCO SA,26102,MINAS GERAIS
2014,FRANCISCOPOLIS,5784,MINAS GERAIS
2014,FREI GASPAR,6031,MINAS GERAIS
2014,FREI INOCENCIO,9428,MINAS GERAIS
2014,FREI LAGONEGRO,3475,MINAS GERAIS
2014,FRONTEIRA,16036,MINAS GERAIS
2014,FRONTEIRA DOS VALES,4765,MINAS GERAIS
2014,FRUTA DE LEITE,5863,MINAS GERAIS
2014,FRUTAL,57269,MINAS GERAIS
2014,FUNILANDIA,4153,MINAS GERAIS
2014,GALILEIA,7076,MINAS GERAIS
2014,GAMELEIRAS,5259,MINAS GERAIS
2014,GLAUCILANDIA,3114,MINAS GERAIS
2014,GOIABEIRA,3253,MINAS GERAIS
2014,GOIANA,3876,MINAS GERAIS
2014,GONCALVES,4381,MINAS GERAIS
2014,GONZAGA,6168,MINAS GERAIS
2014,GOUVEIA,12039,MINAS GERAIS
2014,GOVERNADOR VALADARES,276995,MINAS GERAIS
2014,GRAO MOGOL,15737,MINAS GERAIS
2014,GRUPIARA,1415,MINAS GERAIS
2014,GUANHAES,33297,MINAS GERAIS
2014,GUAPE,14379,MINAS GERAIS
2014,GUARACIABA,10527,MINAS GERAIS
2014,GUARACIAMA,4941,MINAS GERAIS
2014,GUARANESIA,19319,MINAS GERAIS
2014,GUARANI,8996,MINAS GERAIS
2014,GUARARA,3977,MINAS GERAIS
2014,GUARDA-MOR,6739,MINAS GERAIS
2014,GUAXUPE,51704,MINAS GERAIS
2014,GUIDOVAL,7341,MINAS GERAIS
2014,GUIMARANIA,7764,MINAS GERAIS
2014,GUIRICEMA,8805,MINAS GERAIS
2014,GURINHATA,6094,MINAS GERAIS
2014,HELIODORA,6455,MINAS GERAIS
2014,IAPU,10820,MINAS GERAIS
2014,IBERTIOGA,5159,MINAS GERAIS
2014,IBIA,24613,MINAS GERAIS
2014,IBIAI,8264,MINAS GERAIS
2014,IBIRACATU,6228,MINAS GERAIS
2014,IBIRACI,13158,MINAS GERAIS
2014,IBIRITE,171932,MINAS GERAIS
2014,IBITIURA DE MINAS,3512,MINAS GERAIS
2014,IBITURUNA,2990,MINAS GERAIS
2014,ICARAI DE MINAS,11524,MINAS GERAIS
2014,IGARAPE,39045,MINAS GERAIS
2014,IGARATINGA,10144,MINAS GERAIS
2014,IGUATAMA,8202,MINAS GERAIS
2014,IJACI,6288,MINAS GERAIS
2014,ILICINEA,12141,MINAS GERAIS
2014,IMBE DE MINAS,6782,MINAS GERAIS
2014,INCONFIDENTES,7254,MINAS GERAIS
2014,INDAIABIRA,7527,MINAS GERAIS
2014,INDIANOPOLIS,6632,MINAS GERAIS
2014,INGAI,2752,MINAS GERAIS
2014,INHAPIM,24858,MINAS GERAIS
2014,INHAUMA,6114,MINAS GERAIS
2014,INIMUTABA,7349,MINAS GERAIS
2014,IPABA,17902,MINAS GERAIS
2014,IPANEMA,19318,MINAS GERAIS
2014,IPATINGA,255266,MINAS GERAIS
2014,IPIACU,4260,MINAS GERAIS
2014,IPUIUNA,9991,MINAS GERAIS
2014,IRAI DE MINAS,6842,MINAS GERAIS
2014,ITABIRA,116745,MINAS GERAIS
2014,ITABIRINHA,11297,MINAS GERAIS
2014,ITABIRITO,49203,MINAS GERAIS
2014,ITACAMBIRA,5276,MINAS GERAIS
2014,ITACARAMBI,18350,MINAS GERAIS
2014,ITAGUARA,13087,MINAS GERAIS
2014,ITAIPE,12489,MINAS GERAIS
2014,ITAJUBA,95491,MINAS GERAIS
2014,ITAMARANDIBA,34033,MINAS GERAIS
2014,ITAMARATI DE MINAS,4295,MINAS GERAIS
2014,ITAMBACURI,23557,MINAS GERAIS
2014,ITAMBE DO MATO DENTRO,2261,MINAS GERAIS
2014,ITAMOGI,10553,MINAS GERAIS
2014,ITAMONTE,14998,MINAS GERAIS
2014,ITANHANDU,15006,MINAS GERAIS
2014,ITANHOMI,12311,MINAS GERAIS
2014,ITAOBIM,21566,MINAS GERAIS
2014,ITAPAGIPE,14645,MINAS GERAIS
2014,ITAPECERICA,22082,MINAS GERAIS
2014,ITAPEVA,9338,MINAS GERAIS
2014,ITATIAIUCU,10674,MINAS GERAIS
2014,ITAU DE MINAS,15798,MINAS GERAIS
2014,ITAUNA,90783,MINAS GERAIS
2014,ITAVERAVA,5795,MINAS GERAIS
2014,ITINGA,15012,MINAS GERAIS
2014,ITUETA,6069,MINAS GERAIS
2014,ITUIUTABA,102690,MINAS GERAIS
2014,ITUMIRIM,6250,MINAS GERAIS
2014,ITURAMA,37277,MINAS GERAIS
2014,ITUTINGA,3963,MINAS GERAIS
2014,JABOTICATUBAS,18785,MINAS GERAIS
2014,JACINTO,12524,MINAS GERAIS
2014,JACUI,7770,MINAS GERAIS
2014,JACUTINGA,24648,MINAS GERAIS
2014,JAGUARACU,3124,MINAS GERAIS
2014,JAIBA,36586,MINAS GERAIS
2014,JAMPRUCA,5333,MINAS GERAIS
2014,JANAUBA,70472,MINAS GERAIS
2014,JANUARIA,68065,MINAS GERAIS
2014,JAPARAIBA,4206,MINAS GERAIS
2014,JAPONVAR,8622,MINAS GERAIS
2014,JECEABA,5340,MINAS GERAIS
2014,JENIPAPO DE MINAS,7531,MINAS GERAIS
2014,JEQUERI,12993,MINAS GERAIS
2014,JEQUITAI,8021,MINAS GERAIS
2014,JEQUITIBA,5310,MINAS GERAIS
2014,JEQUITINHONHA,25260,MINAS GERAIS
2014,JESUANIA,4899,MINAS GERAIS
2014,JOAIMA,15523,MINAS GERAIS
2014,JOANESIA,5222,MINAS GERAIS
2014,JOAO MONLEVADE,78040,MINAS GERAIS
2014,JOAO PINHEIRO,47870,MINAS GERAIS
2014,JOAQUIM FELICIO,4573,MINAS GERAIS
2014,JORDANIA,10786,MINAS GERAIS
2014,JOSE GONCALVES DE MINAS,4650,MINAS GERAIS
2014,JOSE RAYDAN,4738,MINAS GERAIS
2014,JOSENOPOLIS,4804,MINAS GERAIS
2014,JUATUBA,24662,MINAS GERAIS
2014,JUIZ DE FORA,550710,MINAS GERAIS
